threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),threadview_response_body_link href,threadview_response_body_link,notranslate (3),threadview_response_body_link href (2),threadview_response_body_link (2),res_id href,res_id,notranslate (4),js-response,notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href,notranslate (18),notranslate (19)
"垢版
|
0103 名無しどんぶらこ 2025/11/24(月) 17:12:55.93",https://donguri.5ch.net/,垢版,|,,"本来なら即時開戦してもおかしくないのに謝罪すれば許してやるって姿勢が変わらない中国   

これがバカ息子に対する父の愛だよ   
分かったかジャップ？",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0wBmRyQD0  ID：0wBmRyQD0,ID：0wBmRyQD0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0104 名無しどんぶらこ 2025/11/24(月) 17:12:59.24",https://donguri.5ch.net/,垢版,|,,"機会というか状況的に会話なんかできないだろ   
相手の政治家生命断つつもりなら別だが",,,,编号：uMO4T6BT0（1/3）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:uMO4T6BT0(1/3)  编号：uMO4T6BT0（1/3）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0105 名無しどんぶらこ 2025/11/24(月) 17:13:13.59",https://donguri.5ch.net/,垢版,|,,"今回、アメリカ抜きでSアフリカが冒頭、いきなり議会宣言採択した   
中国は多国間協調を発言した　自由貿易、戦争犯罪の防止、人種差別反対という重要なテーマ   
その辺も理解できずに　日本は高市の一挙手一投足を馬鹿みたいに監視している   

やはりアジア人は滅ぼすべきだ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:69Zvpi8w0  ID：69Zvpi8w0,ID：69Zvpi8w0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0106 名無しどんぶらこ 2025/11/24(月) 17:13:22.93",https://donguri.5ch.net/,垢版,|,,正しくは会話する気がなかった,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:a1oDU+WY0  ID：a1oDU+WY0,ID：a1oDU+WY0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0107 名無しどんぶらこ 2025/11/24(月) 17:13:23.01",https://donguri.5ch.net/,垢版,|,,会う必要なし,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:6UmbVw1P0  编号：6UmbVw1P0,编号：6UmbVw1P0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0108 名無しどんぶらこ 2025/11/24(月) 17:13:24.17",https://donguri.5ch.net/,垢版,|,,"そもそも会って何話すよ   
耳元で他に聞かれないように「台湾を攻撃したら北京を空爆する」とでも言うんか？",,,,ID：reis2MK40（2/5）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:reis2MK40(2/5)  ID：reis2MK40（2/5）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0109 名無しどんぶらこ 2025/11/24(月) 17:13:50.50",https://donguri.5ch.net/,垢版,|,,">>98
ほんま次はどんな失言飛び出すか分からんし高市の遅刻と食事会欠席は正しいよな",,,>>98,ID：DJJUre8+0（1/5）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:DJJUre8+0(1/5)  ID：DJJUre8+0（1/5）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0110 名無しどんぶらこ 2025/11/24(月) 17:13:52.47
0110 匿名 Donburako 2025/11/24（周一）17：13：52.47",https://donguri.5ch.net/,垢版,|,0110 匿名 Donburako 2025/11/24（周一）17：13：52.47,中国人「中国と会話しろよ無能！」   中文“跟中国说话，笨蛋！”,中文“跟中国说话，笨蛋！”,,,ID：ebDIDxT10（2/3）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:ebDIDxT10(2/3)  ID：ebDIDxT10（2/3）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0111 名無しどんぶらこ 2025/11/24(月) 17:13:52.89
0111 匿名 Donburako 2025/11/24（周一）17：13：52.89",https://donguri.5ch.net/,垢版,|,0111 匿名 Donburako 2025/11/24（周一）17：13：52.89,"石破「外交というのは、“言いたいこと言ってやったぜ“とかそういう話ではない」
石破：“外交不是说你想说的话。”

https://greta.5ch.ne.../poverty/1763967796/",石破：“外交不是说你想说的话。”,https://greta.5ch.net/test/read.cgi/poverty/1763967796/,https://greta.5ch.ne.../poverty/1763967796/,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:35b6S7bF0  编号：35b6S7bF0,编号：35b6S7bF0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0112 名無しどんぶらこ 2025/11/24(月) 17:13:53.27
0112 匿名 Donburako 2025/11/24（周一）17：13：53.27",https://donguri.5ch.net/,垢版,|,0112 匿名 Donburako 2025/11/24（周一）17：13：53.27,"この状況下で公衆の面前で中国高官と会話しようとしたならそりゃただのアスペだよ
如果你在这种情况下公开与中国高级官员交谈，那只是个“aspe”
あり得ない    不可能",如果你在这种情况下公开与中国高级官员交谈，那只是个“aspe”,,,不可能,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:uMO4T6BT0(2/3)  编号：uMO4T6BT0（2/3）,编号：uMO4T6BT0（2/3）,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0113 名無しどんぶらこ 2025/11/24(月) 17:14:06.32
0113 匿名 Donburako 2025/11/24（周一）17：14：06.32",https://donguri.5ch.net/,垢版,|,0113 匿名 Donburako 2025/11/24（周一）17：14：06.32,数時間費やして選んだマウント服はどうした,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vp8zcuM+0  ID：vp8zcuM+0,ID：vp8zcuM+0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0114 名無しどんぶらこ 2025/11/24(月) 17:14:45.41",https://donguri.5ch.net/,垢版,|,,逃げたんでしょ？,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:6KOnqri80  编号：6KOnqri80,编号：6KOnqri80,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0115 名無しどんぶらこ 2025/11/24(月) 17:14:52.43",https://donguri.5ch.net/,垢版,|,,なら仕方ないね,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:kpRX7VUL0  编号：kpRX7VUL0,编号：kpRX7VUL0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0116 名無しどんぶらこ 2025/11/24(月) 17:15:19.18",https://donguri.5ch.net/,垢版,|,,">>112
間を取り持ってくれる国もおらんし国交断絶までいくかww",,,>>112,ID：DJJUre8+0（2/5）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:DJJUre8+0(2/5)  ID：DJJUre8+0（2/5）,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0117 名無しどんぶらこ 2025/11/24(月) 17:15:25.92",https://donguri.5ch.net/,垢版,|,,">>90
真面目な話、イキッてた安倍と同じ対中包囲網(笑)で右翼政権が   
勝手に日本の国力、GDPを中国の1/5まで下げてくれたw   
最後は春節ウエルカムだから、待てばいいと思ってるだろ",,,>>90,ID：qafbUo8V0（3/6）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qafbUo8V0(3/6)  ID：qafbUo8V0（3/6）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0118 名無しどんぶらこ 2025/11/24(月) 17:15:26.82
0118 匿名 Donburako 2025/11/24（周一）17：15：26.82",https://donguri.5ch.net/,垢版,|,0118 匿名 Donburako 2025/11/24（周一）17：15：26.82,"もう中国は放置でいいよ日本に侵攻してきたって    中国可以被放过，它已经入侵了日本。
みんな覚悟はできてる竹やり持って一人でも多く殺す
每个人都准备用竹矛尽可能多地杀人。
そーだろみんな    没错，大家",中国可以被放过，它已经入侵了日本。,,,每个人都准备用竹矛尽可能多地杀人。,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:iBb/+zDj0  ID：iBb/+zDj0,ID：iBb/+zDj0,,没错，大家,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0119 名無しどんぶらこ 2025/11/24(月) 17:15:48.26
0119 匿名 Donburako 2025/11/24（周一）17：15：48.26",https://donguri.5ch.net/,垢版,|,0119 匿名 Donburako 2025/11/24（周一）17：15：48.26,"当たり前や。    答案是肯定的。
ニュースと違うやろ。当然。    这和新闻不一样。 自然。
覚悟はできとる。    我可以做好准备。
ワイらは呑気な鹿と違う人間様や。    伟他们和醉鹿不一样。",答案是肯定的。,,,这和新闻不一样。 自然。,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:R2eX9EC70  编号：R2eX9EC70,编号：R2eX9EC70,,我可以做好准备。,伟他们和醉鹿不一样。,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0120 名無しどんぶらこ 2025/11/24(月) 17:15:51.55
0120 匿名 Donburako 2025/11/24（周一）17：15：51.55",https://donguri.5ch.net/,垢版,|,0120 匿名 Donburako 2025/11/24（周一）17：15：51.55,"そら遅刻して入って夕食会もでないのにどうやって機会があるんだよｗ
我迟到，连晚宴都没有，怎么有机会？",我迟到，连晚宴都没有，怎么有机会？,,,ID：3balHaOt0（1/5）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:3balHaOt0(1/5)  ID：3balHaOt0（1/5）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0121 名無しどんぶらこ 2025/11/24(月) 17:15:57.77
0121 匿名 Donburako 2025/11/24（周一）17：15：57.77",https://donguri.5ch.net/,垢版,|,0121 匿名 Donburako 2025/11/24（周一）17：15：57.77,まともに話し合いできねーんだからしなくていいよ   你不必这么做，因为你无法好好讨论,你不必这么做，因为你无法好好讨论,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:c6AOr4Ic0  编号：c6AOr4Ic0,编号：c6AOr4Ic0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0122 名無しどんぶらこ 2025/11/24(月) 17:16:04.71
0122 匿名 Donburako 2025/11/24（周一）17：16：04.71",https://donguri.5ch.net/,垢版,|,0122 匿名 Donburako 2025/11/24（周一）17：16：04.71,"中国に対して冷静に対処し高い支持率を維持    冷静应对中国，保持高支持率
各国の首相からは尊敬の眼差し    各国总理都投以尊敬的目光
中国はG7じゃないのが痛いなw    中国不是七大集团令人痛心。",冷静应对中国，保持高支持率,,,各国总理都投以尊敬的目光,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:+GoerIbL0  ID：+GoerIbL0,ID：+GoerIbL0,2,中国不是七大集团令人痛心。,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0123 名無しどんぶらこ 2025/11/24(月) 17:16:18.49
0123 匿名 Donburako 2025/11/24（周一）17：16：18.49",https://donguri.5ch.net/,垢版,|,0123 匿名 Donburako 2025/11/24（周一）17：16：18.49,"なんで中国は逃げてるの    中国为什么要逃避？
直接文句をぶつけるチャンスだったのに    这是个直接抱怨的机会
お互いに    彼此",中国为什么要逃避？,,,这是个直接抱怨的机会,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:FBHhsZhM0(1/2),,3,彼此,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0124 名無しどんぶらこ 2025/11/24(月) 17:16:43.81
0124 匿名 Donburako 2025/11/24（周一）17：16：43.81",https://donguri.5ch.net/,垢版,|,0124 匿名 Donburako 2025/11/24（周一）17：16：43.81,">>122
大本営みたいなレスやなww    就像一个主营地，哈哈",就像一个主营地，哈哈,,>>122,ID：DJJUre8+0（3/5）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:DJJUre8+0(3/5)  ID：DJJUre8+0（3/5）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0125 名無しどんぶらこ 2025/11/24(月) 17:16:58.32
0125 匿名 Donburako 2025/11/24（周一）17：16：58.32",https://donguri.5ch.net/,垢版,|,0125 匿名 Donburako 2025/11/24（周一）17：16：58.32,"だってさ    你知道的
高市「自分から会いに行けば擦り寄った謝ったという印象操作の映像を撮られるからめんどくさい」
高市：“如果你亲自去找我，很麻烦，因为你会被拍到让人误以为你已经道歉。”
李「自分から会いに行けば擦り寄った謝ったというシュウキンペーに粛清されてしまう！」
李：“如果我去见他，我会被修金平清除，他还为蹭我道歉！”",你知道的,,,高市：“如果你亲自去找我，很麻烦，因为你会被拍到让人误以为你已经道歉。”,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:8Y5Ku2vs0(1/3)  ID：8Y5Ku2vs0（1/3）,ID：8Y5Ku2vs0（1/3）,,,,李：“如果我去见他，我会被修金平清除，他还为蹭我道歉！”,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0126 名無しどんぶらこ 2025/11/24(月) 17:17:07.55",https://donguri.5ch.net/,垢版,|,,南アフリカ大統領とマレーシア首相の横で、不自然にニコニコしているだけ、、、頼りのトランプは不在だし、、、中国怒らせて国際会議で相手にされると思ってたのか、、、,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:DiN9hVxV0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0127 名無しどんぶらこ 2025/11/24(月) 17:17:12.20",https://donguri.5ch.net/,垢版,|,,関西人しぐさ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:SEcKq7ML0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0128 名無しどんぶらこ 2025/11/24(月) 17:17:19.91",https://donguri.5ch.net/,垢版,|,,話し合う内容じゃないし,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:reis2MK40(3/5),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0129 名無しどんぶらこ 2025/11/24(月) 17:17:33.96",https://donguri.5ch.net/,垢版,|,,"会話したらポケットのやつみたく俺たちネット民のオモチャの素材にされてしまうからな　   

逃げて正解",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Z/2vPjuT0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0130 名無しどんぶらこ 2025/11/24(月) 17:17:36.19",https://donguri.5ch.net/,垢版,|,,"""【速報】トランプ28項目和平案; 追い込まれたゼレンスキー; 欧州と共に反対する高市""   
https:   
//youtu.be/SxULC58vf5c   

THE CORE",,,,ID：TofkdZzY0（1/2）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:TofkdZzY0(1/2)  ID：TofkdZzY0（1/2）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0131 名無しどんぶらこ 2025/11/24(月) 17:17:39.59",https://donguri.5ch.net/,垢版,|,,">>123
高市が遅刻して入って夕食会もでないってがんばって逃げてるだけよ",,,>>123,ID：3balHaOt0（2/5）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:3balHaOt0(2/5)  ID：3balHaOt0（2/5）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0132 名無しどんぶらこ 2025/11/24(月) 17:17:47.96
0132 匿名 Donburako 2025/11/24（周一）17：17：47.96",https://donguri.5ch.net/,垢版,|,0132 匿名 Donburako 2025/11/24（周一）17：17：47.96,"あたりめーだろ    很受欢迎。
何言ってんだこいつ？    你在谈论什么？",很受欢迎。,,,你在谈论什么？,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:E1U7/1WS0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0133 名無しどんぶらこ 2025/11/24(月) 17:18:01.75
0133 匿名 Donburako 2025/11/24（周一）17：18：01.75",https://donguri.5ch.net/,垢版,|,0133 匿名 Donburako 2025/11/24（周一）17：18：01.75,">>93
夕食会欠席した高市に   
会うのは無理だからw",,,>>93,ID：qafbUo8V0（4/6）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qafbUo8V0(4/6)  ID：qafbUo8V0（4/6）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0134 名無しどんぶらこ 2025/11/24(月) 17:18:07.27",https://donguri.5ch.net/,垢版,|,,"こども食堂、全国で1万か所超す「誰もが立ち寄れる地域のインフラに」…物価高「涙を流す人もいて深刻」★2 [煮卵★]   
https://asahi.5ch.ne...newsplus/1763966564/

【トレンド】高市首相「マウント取れる服」投稿にツッコミ続出「他国に対する敬意がない」「外交相手に失礼」★２ [１ゲットロボ★]   
https://asahi.5ch.ne...newsplus/1763836076/",,https://asahi.5ch.net/test/read.cgi/newsplus/1763966564/,https://asahi.5ch.ne...newsplus/1763966564/,ID：TofkdZzY0（2/2）,https://asahi.5ch.net/test/read.cgi/newsplus/1763836076/,https://asahi.5ch.ne...newsplus/1763836076/,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:TofkdZzY0(2/2)  ID：TofkdZzY0（2/2）,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0135 名無しどんぶらこ 2025/11/24(月) 17:18:20.38",https://donguri.5ch.net/,垢版,|,,"財政法　第四条

　国の歳出は、公債又は借入金以外の歳入を以て、その財源としなければならない。   
　但し、公共事業費、出資金及び貸付金の財源については、国会の議決を経た金額   
　の範囲内で、公債を発行し又は借入金をなすことができる。   
２　前項但書の規定により公債を発行し又は借入金をなす場合においては、その   
　償還の計画を国会に提出しなければならない。   
３　第一項に規定する公共事業費の範囲については、毎会計年度、国会の議決を   
　経なければならない。",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:PNqpH3TA0(4/11),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0136 名無しどんぶらこ 2025/11/24(月) 17:18:21.43",https://donguri.5ch.net/,垢版,|,,">>129
ネット民気にしてたらトランプとか大統領やってないぞ",,,>>129,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:DJJUre8+0(4/5),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0137 名無しどんぶらこ 2025/11/24(月) 17:18:38.95",https://donguri.5ch.net/,垢版,|,,">>2
李強がね",,,>>2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:V4q9Hug90,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0138 名無しどんぶらこ 2025/11/24(月) 17:18:52.75",https://donguri.5ch.net/,垢版,|,,">>1
今は熱くなってるからかわすのが正解",,,>>1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qzAfx7KX0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0139 名無しどんぶらこ 2025/11/24(月) 17:19:27.07",https://donguri.5ch.net/,垢版,|,,">>122
政治や中国に興味の無かった一般層が、今回は関心を持っていて中国の異常性が広く知れ渡ってしまったのが野党とオールドメディアにとっては大誤算だったみたいだね",,,>>122,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:8Y5Ku2vs0(2/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0140 名無しどんぶらこ 2025/11/24(月) 17:19:30.03",https://donguri.5ch.net/,垢版,|,,"中国の件なんてどうでもいい   
消費税減税はどうなった！   
食料品だけでも減税してくれるんじゃなかったのかよ！",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:I+6wtvqs0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0141 名無しどんぶらこ 2025/11/24(月) 17:19:30.38",https://donguri.5ch.net/,垢版,|,,">>123
遅刻した挙げ句   
夕食会にも出てこない奴が何言ってるの？w",,,>>123,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qafbUo8V0(5/6),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0142 名無しどんぶらこ 2025/11/24(月) 17:19:38.04",https://donguri.5ch.net/,垢版,|,,"私が1時間遅刻して「会話する機会なかった」   
ついでに会場到着前に首相宣言が採択されていました   
ごめんちゃい   
だって化粧と衣装選びに時間が掛かったの   
だって早苗女の子ダモン",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:08LGag1C0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0143 名無しどんぶらこ 2025/11/24(月) 17:19:58.85",https://donguri.5ch.net/,垢版,|,,"服でマウントどころの騒ぎじゃなかったな   
中国以外からも冷ややかに見られてんのは確実",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:dtS2/XPS0(2/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0144 名無しどんぶらこ 2025/11/24(月) 17:20:09.87",https://donguri.5ch.net/,垢版,|,,さなえちゃん英会話もできないのに中国語とかもっと無理だろｗ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:j/hEAJWq0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0145 名無しどんぶらこ 2025/11/24(月) 17:21:04.74",https://donguri.5ch.net/,垢版,|,,"会って話してどうするのって話よ   
脅しかけるなら有効だけどさ   
局面的に合わないのがベスト",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:reis2MK40(4/5),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0146 名無しどんぶらこ 2025/11/24(月) 17:21:37.56",https://donguri.5ch.net/,垢版,|,,早苗は愛嬌、シナは卑怯,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:VrcGKHCX0(2/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0147 名無しどんぶらこ 2025/11/24(月) 17:21:52.78",https://donguri.5ch.net/,垢版,|,,">>1
ネットで吠えてるネトウヨとまんま同じで笑ったｗ   

タイマンだとビビって何も言えないシャバ僧の高市ｗ",,,>>1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:/tLyNXso0(1/2),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0148 名無しどんぶらこ 2025/11/24(月) 17:22:45.19",https://donguri.5ch.net/,垢版,|,,"こんな無能を擁護しなければいけな   
新旧メディアは大変だなw",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qafbUo8V0(6/6),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0149 名無しどんぶらこ 2025/11/24(月) 17:22:46.46",https://donguri.5ch.net/,垢版,|,,">>145  
どの局面になったら会えるのかな",,,>>145,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:DJJUre8+0(5/5),,2,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0150 名無しどんぶらこ 2025/11/24(月) 17:23:04.56",https://donguri.5ch.net/,垢版,|,,"高市に反応してほしくてたまらなさそうやな中国   
ほっとけほっとけ勝手に自滅してる",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:VrcGKHCX0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0151 名無しどんぶらこ 2025/11/24(月) 17:23:26.85",https://donguri.5ch.net/,垢版,|,,">>147  
ネトウヨの教祖   

昔小林よしのり   
今高市早苗",,,>>147,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:p90u4fst0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0152 名無しどんぶらこ 2025/11/24(月) 17:23:49.77",https://donguri.5ch.net/,垢版,|,,無理して会談する必要ない　中国なんかほっときゃいい,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AeQCFz010  编号：AeQCFz010,编号：AeQCFz010,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
