threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),threadview_response_body_link href,threadview_response_body_link,highlight,res_id href,res_id,notranslate (8),js-response,notranslate (9),notranslate (10),notranslate (11),threadview_response_body_link (2),js-ng-setting href,js-response href,threadview_response_body_link href (2),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),notranslate (18),notranslate (19),notranslate (20),notranslate (21),notranslate (22),notranslate (23)
"垢版
|
0163 名無しどんぶらこ 2025/11/23(日) 23:06:27.15",https://donguri.5ch.net/,垢版,|,,国民に全然信認されてないの、笑うわ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:tozKmcFe0(7/7),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0164 名無しどんぶらこ 2025/11/23(日) 23:06:42.70",https://donguri.5ch.net/,垢版,|,（他看起来像是女人的盟友，但事实恰恰相反，他是女人的敌人）,"本人より。    来自那个人本人。
反日ペテンクソ土人と税金サルの集まり　売国ペテンハゲが税金と人海戦術で捏造サイトを作って勝手に祭り上げたりしてます
一群反日骗子和税务猴子聚集 一个叛徒骗子秃头男子用税收和群众手段创建了一个虚构的网站，并独自举办节日。
これは捏造サイトなので税金で行われてるフィッシングサイトでペテンです（犯人はもちろん売国ペテンハゲと税金ザル及び反日ペテンクソ土人）
这是一个虚构的网站，是一个由税收资助的钓鱼网站，是个骗局（罪魁祸首当然是叛徒、秃头、税务官员和反日骗子）。
特技は捏造　ホラ吹き　ネットで捏造や工作行為　ハセカラ騒動は反日ペテンクソ土人と売国ザル（税金もらってる関係者）が起こした存在しない捏造事件で　登場人物は税金もらってる関係者だらけです
他的专长是捏造、恐怖片吹奏、捏造和网络控，而长谷原骚动是一起不存在的伪造案件，由反日骗子和叛徒猴子（纳税者）引发，角色中充满了纳税的人。

本人は人間関係自体　もう８年ぐらい必要以上で人と関わっていません
我已经有大约8年没有和人交往了。
整形がどうのこうの　整形していません　工作です　しようと思ったことすらないです
我没有做整形手术，那是一门手艺，我甚至从没想过。

今　都内に歩いてる外人は基本的に全てそれだと思って正解です
我觉得基本上所有在东京走路的外国人都是对的。

追記    追记
高市早苗　こいつも売国クソジジイと反日ペテンクソ土人の仲間の傀儡クソ漏らしうんこババアなので追放推奨です
高市早苗 他也是叛徒和反日分子，是本地人，是个 babaa，所以我建议开除。
（女性の味方みたいな顔してますが　真相は逆で女性の敵です）
（他看起来像是女人的盟友，但事实恰恰相反，他是女人的敌人）
次から次へと売国ハゲの傀儡人形みたいなのが表に出てこようとしますが　似たようなもので意味がないです
一个接一个，像背叛的秃头木偶一样的东西试图浮出水面，但它们相似且毫无意义。
クソ漏らしハゲオムツのなすりつけ政治と極悪政治をいつまでも続けようとしてます
我正试图永远继续吸光头尿布和糟糕政治的政治

就任早々に　税金を使ってクソザルを動員してネットでペテン工作をずっとしてます
我一上任，就用税款动员猴子，继续在互联网上欺诈。
理由は主に売国目的です　日本を反日ペテンクソ土人に乗っ取らせるためです
主要原因是为了背叛日本，让日本被反日骗子接管

こいつが暴れてる理由はバーコードハゲ（石破）と同じで反日ペテンクソ土人に日本を売り渡すためです
这家伙肆意作案的原因和条形码脱发（石破）一样，目的是向反日骗子推销日本
今すぐ日本から追放した方がいい最悪の売国奴です
他是现在应该被日本驱逐的最恶劣叛徒
日本女性の味方という仮面をかぶってますが　真相は売国オムツハゲと完全にグルで女性の敵です
我戴着日本女性盟友的面具，但事实是我是个叛徒、尿布秃头、完全是导师和女性的敌人。

高市早苗（クソ漏らしうんこババア）がした行為    高市早苗所做的事
就任早々に税金でサルを人員動員してネットでペテン工作及び売国行為
他一上任就动员猴子征税，在互联网上欺诈和背叛国家
反日ペテンクソ土人とクソ漏らしオムツハゲの性犯罪に加担及び性犯罪に誘導
反日骗子、尿布漏水、光头尿布参与性犯罪并诱导性犯罪
しかも反日ペテンクソ土人と完全にグルになって調子に乗って暴れてますね
而且，他完全是个反日骗子的导师，横行无序
今すぐ氏んだほうがいい    你现在就该断了

暴れてる犯人はこれが正体です    这就是那名正在肆虐的真正凶手
https://www.instagram.com/fvooo00/

注意）特に今　都内で歩いてるハゲた外人を見かけたら　基本的にそれが犯人と思って正解です
注意）尤其是如果你现在在东京看到一个秃头外国人走路，你基本上会认为那是罪魁祸首，这就是正确的答案。",来自那个人本人。,一群反日骗子和税务猴子聚集 一个叛徒骗子秃头男子用税收和群众手段创建了一个虚构的网站，并独自举办节日。,这是一个虚构的网站，是一个由税收资助的钓鱼网站，是个骗局（罪魁祸首当然是叛徒、秃头、税务官员和反日骗子）。,他的专长是捏造、恐怖片吹奏、捏造和网络控，而长谷原骚动是一起不存在的伪造案件，由反日骗子和叛徒猴子（纳税者）引发，角色中充满了纳税的人。,我已经有大约8年没有和人交往了。,我没有做整形手术，那是一门手艺，我甚至从没想过。,https://www.instagram.com/fvooo00/,https://www.instagram.com/fvooo00/,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ai9Yqt6v0,一个接一个，像背叛的秃头木偶一样的东西试图浮出水面，但它们相似且毫无意义。,,追记,我觉得基本上所有在东京走路的外国人都是对的。,高市早苗 他也是叛徒和反日分子，是本地人，是个 babaa，所以我建议开除。,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,我正试图永远继续吸光头尿布和糟糕政治的政治,我一上任，就用税款动员猴子，继续在互联网上欺诈。,主要原因是为了背叛日本，让日本被反日骗子接管,这家伙肆意作案的原因和条形码脱发（石破）一样，目的是向反日骗子推销日本,他是现在应该被日本驱逐的最恶劣叛徒,我戴着日本女性盟友的面具，但事实是我是个叛徒、尿布秃头、完全是导师和女性的敌人。,高市早苗所做的事,他一上任就动员猴子征税，在互联网上欺诈和背叛国家,反日骗子、尿布漏水、光头尿布参与性犯罪并诱导性犯罪,而且，他完全是个反日骗子的导师，横行无序,你现在就该断了,这就是那名正在肆虐的真正凶手
"垢版
|
0165 名無しどんぶらこ 2025/11/23(日) 23:06:48.38",https://donguri.5ch.net/,垢版,|,,要するにうんこ党だろ？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:OwXvYLL50,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0166 名無しどんぶらこ 2025/11/23(日) 23:07:01.80",https://donguri.5ch.net/,垢版,|,,"そういや
昔はワラワラ存在してたアメリカのパンダハガーどもは
今なにしてんのかね？",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:P9pxy5fs0(7/7),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0167 名無しどんぶらこ 2025/11/23(日) 23:07:04.03",https://donguri.5ch.net/,垢版,|,,オーストラリアにも五毛と秘密警察が多いんだろ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:fNQ2vg0n0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0168 名無しどんぶらこ 2025/11/23(日) 23:07:41.16",https://donguri.5ch.net/,垢版,|,,">>1
中国が台湾には軍事侵攻しませんよと発言すればいいだけだと思いませんか",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:WLU8bR8B0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0169 名無しどんぶらこ 2025/11/23(日) 23:07:57.01",https://donguri.5ch.net/,垢版,|,,"中国のやり方が必死すぎてしょうもないレベルで情けない   
とても大国とは思えない",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:+1TdVC930(2/4),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0170 名無しどんぶらこ 2025/11/23(日) 23:08:35.57",https://donguri.5ch.net/,垢版,|,,新華社がソースってことはそもそも取材された人が実在するのか、もしくは本当にそんなこと言ってるのかから検証しないしないといけないレベル,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:oi5qzkRB0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0171 名無しどんぶらこ 2025/11/23(日) 23:08:38.02",https://donguri.5ch.net/,垢版,|,,"新華社シドニーってなんだ？   
中華はみ出てね？",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:2FpBclZd0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0172 名無しどんぶらこ 2025/11/23(日) 23:08:45.17",https://donguri.5ch.net/,垢版,|,,">>21
オーストラリア市民党   
上院議席数 0 下院議席数0   
地方議会の議席数まで0やないか！！",,,,,,,,>>21,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ip5cr1zw0(1/4),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0173 名無しどんぶらこ 2025/11/23(日) 23:08:59.90",https://donguri.5ch.net/,垢版,|,,中国の宣伝部より日本のクソコラの方がいい仕事しそう,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:lEI5Ux7F0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0174 名無しどんぶらこ 2025/11/23(日) 23:09:07.97",https://donguri.5ch.net/,垢版,|,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:H7B6bRgO0,,,,,,https://i.imgur.com/YkHhzo5.jpeg,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,https://i.imgur.com/YkHhzo5.jpeg,,,,,,,,,,,,
"垢版
|
0175 名無しどんぶらこ 2025/11/23(日) 23:09:08.96",https://donguri.5ch.net/,垢版,|,,"これはもろにその手の媒体による報道ではあるが   
豪abcなども日本が戦争でやったことなどに触れることは普通にあるからね   
日本が何をした国かは忘れちゃいけない",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:6gpjy2LO0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0176 名無しどんぶらこ 2025/11/23(日) 23:09:16.86",https://donguri.5ch.net/,垢版,|,,もう党名からしてアレやん,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ood8kgXv0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0177 名無しどんぶらこ 2025/11/23(日) 23:09:31.66",https://donguri.5ch.net/,垢版,|,,現在進行形でウクライナ侵略してるロシアについてコメントを,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3BG+6KIp0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0178 名無しどんぶらこ 2025/11/23(日) 23:09:41.27",https://donguri.5ch.net/,垢版,|,,議員がいないなら社民党よりダメな党じゃないかw,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:kIbxfOXD0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0179 名無しどんぶらこ 2025/11/23(日) 23:09:42.43",https://donguri.5ch.net/,垢版,|,,"新華社がオーストコリアンにでも言わせたのかな？   

オーストラリア人は   
ニュージーランドと違って   
途中から中国に乗っ取られそうになってると気づいて改革したから",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:8eMLYuNB0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0180 名無しどんぶらこ 2025/11/23(日) 23:10:08.35",https://donguri.5ch.net/,垢版,|,,要するに中国人が何か言ってる？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3DBNk+kz0  ID：3DBNk+kz0,ID：3DBNk+kz0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0181 名無しどんぶらこ 2025/11/23(日) 23:10:27.35",https://donguri.5ch.net/,垢版,|,,"まあ恥の上塗りってやつよね   
やればやるほど中国人の幼稚さを晒し続けるだけだな   
今回の件が起きるまで中国の主要組織がこれほど幼稚な行動をして来るとは思わなんだな",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:pYbONI3D0(3/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0182 名無しどんぶらこ 2025/11/23(日) 23:10:45.81",https://donguri.5ch.net/,垢版,|,,"オーストラリア市民党とは、、、   

議席獲得は極めて少なく、マイナー政党   
党の資金源は主に小口寄付者からのもので、2022年時点で年間200万豪ドル以上の資金を調達する「資金豊富な」政党として知られているが主流メディアの露出が少なく、認知度は低い。   

外交・国家主権政策:
オーストラリアの主権回復を強調し、無意味な戦争への巻き込まれを避ける独立外交を主張。米国や英国への敵対的態度が目立ち、中国共産党やロシアのプーチン大統領を「主権を守る指導者」として称賛する傾向がある。   

気候変動対策や先住民土地権利を「英国王室（例: フィリップ殿下）の人口削減計画」の一部として陰謀論的に批判。エリザベス女王が国際麻薬カルテルの頭領だとする主張も過去にあり、党はこれを明確に否定していません。   

反エリート主義。   


との事で一言で言うと豪州の参政党やな。",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:/OI623LB0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0183 名無しどんぶらこ 2025/11/23(日) 23:10:58.66",https://donguri.5ch.net/,垢版,|,,新華社シドニー（笑）,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:75ibKqXr0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0184 名無しどんぶらこ 2025/11/23(日) 23:11:13.67",https://donguri.5ch.net/,垢版,|,,">>144  
だって今の中国と同調してくれる国なんて   
ロシアと北朝鮮しかないから   
こんなクソ共産主義が中国に同調しても意味ないことくらいわかってるから   
少しでも民主主義国の政党から日本批判出たと発表しないと日本のダメージにならない   

また   
それを新華社が報道してる時点で   
赤旗が日本共産党が高市批判してるようなもんだから   
そこですぐバレるｗ",,,,,,,,>>144,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3hvhfHG60(3/7),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0185 名無しどんぶらこ 2025/11/23(日) 23:11:49.01",https://donguri.5ch.net/,垢版,|,,"議席がないなら一般人なのでは   
中国って一般人に援護して貰わなければならないほど堕ちたんだな",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:eogLFaR80,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0186 どじょう 2025/11/23(日) 23:12:27.64",https://donguri.5ch.net/,垢版,|,,新華社だろ。日本の社民党に聞いたのとおなじ。オーストラリア人で誰も知らない政党,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:uXmLw2ch0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0187 名無しどんぶらこ 2025/11/23(日) 23:12:47.33",https://donguri.5ch.net/,垢版,|,,">>146
そりゃ   
キタガイ政党は国会議員になれるわけないし",,,,,,,,>>146,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3hvhfHG60(4/7),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0188 名無しどんぶらこ 2025/11/23(日) 23:13:28.87",https://donguri.5ch.net/,垢版,|,,自称議員,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:t025jHur0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0189 名無しどんぶらこ 2025/11/23(日) 23:13:46.65",https://donguri.5ch.net/,垢版,|,,誰やねん,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:DtNrCz5D0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0190 名無しどんぶらこ 2025/11/23(日) 23:13:48.11",https://donguri.5ch.net/,垢版,|,,総動員やなまた金かかる,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:JVTBpglL0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0191 名無しどんぶらこ 2025/11/23(日) 23:13:53.57",https://donguri.5ch.net/,垢版,|,,">>186
議席数ゼロらしいから社民党未満の政党だね",,,,,,,,>>186,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:9GFVvZYD0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0192 名無しどんぶらこ 2025/11/23(日) 23:14:06.95",https://donguri.5ch.net/,垢版,|,,">>1
誰ん？",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3y/u9BiX0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0193 名無しどんぶらこ 2025/11/23(日) 23:14:18.25",https://donguri.5ch.net/,垢版,|,,高市はダメだけど、この記事もダメ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:NWzJkTEq0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0194 名無しどんぶらこ 2025/11/23(日) 23:14:33.84",https://donguri.5ch.net/,垢版,|,,こいつ中国のハニトラに引っ掛かってるな,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:bCj+q0jb0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0195 名無しどんぶらこ 2025/11/23(日) 23:14:42.82",https://donguri.5ch.net/,垢版,|,,"オーストラリア市民党って何？   
議席数調べたら名前すら出ないんだが   
中国の出先機関か何か？",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:FId8luYo0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0196 名無しどんぶらこ 2025/11/23(日) 23:15:09.39",https://donguri.5ch.net/,垢版,|,,グチャグチャなのは顔だけにしてくれよ、トカゲは,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:GGafaCCd0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0197 名無しどんぶらこ 2025/11/23(日) 23:16:02.41",https://donguri.5ch.net/,垢版,|,,"中国共産党から金が流れてるとは言え南アフリカといい苦しい理屈だなぁ   
まぁ日本の外交戦略の浅はかさか甘さが出てるだけだ仕方ないね",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:yPn3mK9Y0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0198 名無しどんぶらこ 2025/11/23(日) 23:16:35.67",https://donguri.5ch.net/,垢版,|,,議席数0とか自称政治家と変わらん,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:fSQlNyc/0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0199 名無しどんぶらこ 2025/11/23(日) 23:16:39.84",https://donguri.5ch.net/,垢版,|,,オーストラリア人って侵略者じゃねぇか,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ne64SNC80,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0200 名無しどんぶらこ 2025/11/23(日) 23:17:24.43",https://donguri.5ch.net/,垢版,|,,オーストラリアの与党なの？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:epxsrIFh0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0201 名無しどんぶらこ 2025/11/23(日) 23:17:43.00",https://donguri.5ch.net/,垢版,|,,"さっさと辞任しろ   
日本人のためにならない",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3JZUUSwM0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0202 名無しどんぶらこ 2025/11/23(日) 23:17:52.57",https://donguri.5ch.net/,垢版,|,,">>21
立民どころか社民党かあ   
議席持ってる政党はどこも相手しなかったってことで逆に安心するやつじゃん",,,,,,,,>>21,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:o/0xX8AL0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0203 名無しどんぶらこ 2025/11/23(日) 23:18:05.08",https://donguri.5ch.net/,垢版,|,,白馬事件かと思ったけどありゃオランダか,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ZYs7kH0Z0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0204 名無しどんぶらこ 2025/11/23(日) 23:18:43.32",https://donguri.5ch.net/,垢版,|,,">>167  
うん   
オーストラリアは中国系移民が多い   

中国人からよく言われてるのは   
民主主義国の中の最弱国と   

面積は広いのに人口は2700万人しかいないから   
中国からしたら簡単に支配出来るのよ   

まぁ本当は   
ニャージーランドの方が弱い   
ニュージーランドは、たった540万人しかいない",,,,,,,,>>167,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3hvhfHG60(5/7),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0205 名無しどんぶらこ 2025/11/23(日) 23:18:52.41",https://donguri.5ch.net/,垢版,|,,"ほらな   
変なところからもツッコミが入るだろ   
メリットよらデリメットの方が大きいんだわ",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:mweYEaXF0  ID：mweYEaXF0,ID：mweYEaXF0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0206 名無しどんぶらこ 2025/11/23(日) 23:19:08.74",https://donguri.5ch.net/,垢版,|,,バカイチのせいでどんどん孤立していくなｗ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:YWtmQxys0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0207 名無しどんぶらこ 2025/11/23(日) 23:19:14.19",https://donguri.5ch.net/,垢版,|,,">>1
>>オーストラリア市民党のロバート・バーウィック全国委員長   

どうせコイツもハニトラマネトラされんてんだろw",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:DfcNNH9t0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0208 名無しどんぶらこ 2025/11/23(日) 23:19:37.78",https://donguri.5ch.net/,垢版,|,,">>200
オーストラリア市民党は   
オーストラリア国会に議席持ってない   


簡単に説明するなら   
オーストラリア共産党みたいなもん",,,,,,,,>>200,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3hvhfHG60(6/7),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0209 名無しどんぶらこ 2025/11/23(日) 23:19:41.83",https://donguri.5ch.net/,垢版,|,,中華に侵食され過ぎだろオーストコリア,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:60W0azge0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0210 名無しどんぶらこ 2025/11/23(日) 23:20:35.45
0210 匿名 Donburako 2025/11/23（周日）23：20：35.45",https://donguri.5ch.net/,垢版,|,0210 匿名 Donburako 2025/11/23（周日）23：20：35.45,"中国の工作団体    中国工匠
はい解散    是的，解散",中国工匠,是的，解散,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:XtydxaKM0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0211 名無しどんぶらこ 2025/11/23(日) 23:21:08.62
0211 匿名 Donburako 2025/11/23（周日）23：21：08.62",https://donguri.5ch.net/,垢版,|,0211 匿名 Donburako 2025/11/23（周日）23：21：08.62,"ただの市民団体でワロタw日本のプロ市民やんけwww
只是一个公民团体，也是和太田的专业公民，www",只是一个公民团体，也是和太田的专业公民，www,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:v7OeNzKP0  ID：v7OeNzKP0,ID：v7OeNzKP0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0212 名無しどんぶらこ 2025/11/23(日) 23:21:10.10
0212 匿名 Donburako 2025/11/23（周日）23：21：10.10",https://donguri.5ch.net/,垢版,|,0212 匿名 Donburako 2025/11/23（周日）23：21：10.10,戦闘民族の目覚めにビビってるのな   你害怕战斗人民的觉醒。,你害怕战斗人民的觉醒。,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:YrmVDmNa0  编号：YrmVDmNa0,编号：YrmVDmNa0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
