threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),js-ng-setting href,js-response href,threadview_response_body_link (4)
"垢版
|
0174 名無しどんぶらこ 2025/11/28(金) 09:31:53.21","高市以外みんな同じ意見何だろ
じゃ利する事をしてるのは高市じゃん
コイツをどうにかしろよ",,,,ID:OtbUiIrK0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0175 名無しどんぶらこ 2025/11/28(金) 09:32:03.34",">>156
実際の台湾有事に際して、日本が存立危機事態として集団的自衛権を
発動するかどうかは、それこそその場になってみないとわからないだろ。

現在決めているわけでもなんでもない。",,>>156,,ID:gaRBOYTn0(3/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0176 名無しどんぶらこ 2025/11/28(金) 09:32:07.00","欧州がナチスと共産主義を同一視
欧州議会は、20世紀の2つの独裁政権を人類に対する犯罪を行った国家として同等に断罪。
https://jp.bitterwin...ut-what-about-china/",https://jp.bitterwinter.org/eu-condemns-nazism-and-communism-but-what-about-china/,https://jp.bitterwin...ut-what-about-china/,,ID:Q48YEC660(2/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0177 名無しどんぶらこ 2025/11/28(金) 09:32:12.06",">>1

中国「レアメタルを止めちゃっていいですかww」




そして日本は

電気(LED、電球)を作る事が出来ずロウソクで暮らす

スマホ、PC、テレビが作る事が出来ず国民は家で読書か公園で遊ぶように

冷蔵庫も作る事が出来なくなるのでオワコン





中国は早く盛り上げろよ


チョン壷高市　←先の事を考える知能がない",,>>1,,ID:kezDS7xE0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0178 名無しどんぶらこ 2025/11/28(金) 09:32:32.24",">>167
いや、変わってませんけど。",,>>167,,ID:gaRBOYTn0(4/13),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0179 名無しどんぶらこ 2025/11/28(金) 09:32:43.00","石鹸の斬首発言が無かったら、国内世論が高市支持で固まることは無かっただろうに

今の中国が被害者ぶっても、それは無理",,,,ID:bJLVCAIU0(3/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0180 名無しどんぶらこ 2025/11/28(金) 09:32:45.77","ちょっと言動が軽率過ぎる
こんなことばかりしてたら信頼なくなる",,,,ID:EjvUKEJt0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0181 名無しどんぶらこ 2025/11/28(金) 09:32:56.19","なんで台湾有事という中国国内問題にいちいち口を出したがるんだ？
そりゃ日本が台湾一部勢力と結託して中国の侵略を考えていると思われても仕方がないだろ",,,6,ID:zKd+zddv0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0182 名無しどんぶらこ 2025/11/28(金) 09:33:02.25",">>173
毅然と高市はアメリカの茶番だったことすら理解してないぞ",,>>173,,ID:cpIE0x5z0(7/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0183 名無しどんぶらこ 2025/11/28(金) 09:33:12.18","これがグローバルでいう発言とは
日本と自民党って本当に脳が小さいのだね
気の毒なくらい",,,,ID:1Rn1vY630,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0184 名無しどんぶらこ 2025/11/28(金) 09:33:30.93","日本政府の論理が国民に伝わってないのだろな
官房長が論理的に説明広報をしてやればいいのに",,,,ID:9ObIDAu+0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0185 名無しどんぶらこ 2025/11/28(金) 09:33:37.79","まあ何にしても中国人観光客の行先が
日本から韓国に変わっちゃったそうで
ありがたや〜、ありがたや〜
これが長く続いて欲しいです",,,,ID:E4OoSSxG0(6/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0186 名無しどんぶらこ 2025/11/28(金) 09:33:38.91","中国に一貫した立場を説明しないと終わらんよ
国民も知らんし",,,,ID:FMqc7pMF0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0187 名無しどんぶらこ 2025/11/28(金) 09:33:46.97","ここまで来ると言論統制と言われても仕方ない
かなり深刻だな",,,,ID:MS6eUWsE0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0188 名無しどんぶらこ 2025/11/28(金) 09:33:52.20",">>153
外交もろくにできないとか自民党ってろくな人材いないんだな
恥ずかしいな",,>>153,,ID:ElizTfih0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0189 名無しどんぶらこ 2025/11/28(金) 09:33:52.24",">>1
立件脱糞逃は次の選挙で壊滅してほしい",,>>1,,ID:xcvtVBgJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0190 名無しどんぶらこ 2025/11/28(金) 09:33:54.20","ここも五毛パヨが発狂してんなｗｗｗ

あと、「イオン松阪マーム受水槽遺体事件」で検索！",,,,ID:aqKRdmhj0(1/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0191 名無しどんぶらこ 2025/11/28(金) 09:33:55.43",">>161
日本は名目上は軍隊ないんだから",,>>161,,ID:Xzsxm8/L0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0192 名無しどんぶらこ 2025/11/28(金) 09:33:56.95",">>148
どのみち日本単独じゃシナに敵わないんだから威勢のいいこと言う意味はない
今みたいに日本とシナの外交関係が悪くなってることはそれだけでも日本の国益に反してるってことをわからないのはアホ",,>>148,,ID:BQThWuli0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0193 名無しどんぶらこ 2025/11/28(金) 09:34:00.79","高市は別にこうなることを予想して発言してるんだろ
来週あたりには、中国に対して強力な対抗手段をとってくれるはず
真の保守ならな",,,,ID:6mTqdV3S0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0194 名無しどんぶらこ 2025/11/28(金) 09:34:13.22","スパイが一斉に批判してたけど
支持率は上がったんだっけ",,,,ID:6LoW2QNT0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0195 名無しどんぶらこ 2025/11/28(金) 09:34:13.81",なんや？戦時中から一貫して軍国主義と？,,,,ID:mh/3n7mq0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0196 名無しどんぶらこ 2025/11/28(金) 09:34:14.20",">>183
日本国首相＝アメリカ合衆国日本州知事だからw",,>>183,,ID:kCegNbRu0(5/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0197 名無しどんぶらこ 2025/11/28(金) 09:34:20.44",">>181
お前その時点で中共目線じゃんｗ　中共の意見だよ。フラットな目で見てみろよ。軍隊も政府も別個なんだから中国の国内なわけない",,>>181,,ID:9Lcq/jnR0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0198 名無しどんぶらこ 2025/11/28(金) 09:34:24.15",">>172
今の香港を見れば、迎合後にどうなるか明らかだからね

香港を自由にさせとけば、台湾との融合との未来があったかもしれないのに",,>>172,,ID:bJLVCAIU0(4/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0199 名無しどんぶらこ 2025/11/28(金) 09:34:38.47",5chみてても中国の回し者が国内に大勢いるのがわかるよな,,,,ID:wM16W56K0,3,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0200 名無しどんぶらこ 2025/11/28(金) 09:34:40.63",朝日が先制攻撃するような見出しで書いてそれにせっけんが反応したからやろ,,,,ID:EH0IilL20,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0201 名無しどんぶらこ 2025/11/28(金) 09:34:44.94",">>164
撤回したら台湾有事で米国が動いた時に
米軍の後方支援を自衛隊ができなくなってしまうので無理ですね
トランプが理解しているのか謎ですが

ちなみに台湾侵攻が止められないと次は沖縄です",,>>164,,ID:vsn57f6l0(3/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0202 名無しどんぶらこ 2025/11/28(金) 09:34:52.30",">>180
軽率ではあると思うし、まあ続けたら信頼関係もなくなるわな。
もともと「台湾やその他の論点はそれはそれとして」今後は
付き合っていきましょうね、っていう暗黙の了解があったわけ
だからな。",,>>180,,ID:gaRBOYTn0(5/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0203 名無しどんぶらこ 2025/11/28(金) 09:34:59.54","自民「トランプと電話したのは高市であり、自民は関係ない
　トランプなにする者ぞ、自民には木原がついている！
　自民よ中国を押せ押せ押せ押せえーい！」

政府が自民のコントロールを喪失したんだろー",,,,ID:UfIeXw7w0(3/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0204 名無しどんぶらこ 2025/11/28(金) 09:35:09.19",">>178
じゃもう一回同じこと言えやw
戦艦ガーシーレーン封鎖ガー
どう考えても存立危機事態になり得る！
毅然と高市！

偽情報でサイバープロパガンダしてんのどっちだよ",,>>178,,ID:cpIE0x5z0(8/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0205 名無しどんぶらこ 2025/11/28(金) 09:35:16.87","高市「消費税減税はレジシステムに時間がかかるのでやりませーん！

給付金付き税額控除はシステム作りに数年かかりまーす！

現金給付は選挙で負けたんであげませーん！

移民も適度に受け入れていきまぁーす！

中国にガンガン喧嘩売って自国経済に大打撃与えちゃいまぁーすっ！

そしてー！アメリカには80兆円プレゼントしちゃいます！」(ピョンピョン)

議員は報酬アップ！庶民はお米券一枚ほらよっ！

バカウヨ「・・・」

◯◯遅れバカウヨはまた騙されたんかwwwww
高市自民を支持するバカウヨだけが中国と戦争しに行くらしいぞwww
ざまぁーwwwwwwwwwwwwww

バカウヨは自分が右でも左でもなく権力者に利用されるだけのゴミ屑だといつ気付くのかな😂😂😂",,,,ID:8EpP6ma60,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0206 名無しどんぶらこ 2025/11/28(金) 09:35:21.27",">>17
台湾という固有名詞を出したのは岡田。",,>>17,,ID:wQd7FdY70,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0207 名無しどんぶらこ 2025/11/28(金) 09:35:30.53","トランプ云々はそんな事実はないそうで
マスコミの飛ばし有害",,,,ID:63S7/dFN0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0208 名無しどんぶらこ 2025/11/28(金) 09:35:34.13",日本のためを思うなら、一刻も早く円高物価安に舵を切るべきなのに真逆なことをやってる壺市さん…,,,,ID:BwExJCOC0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0209 名無しどんぶらこ 2025/11/28(金) 09:35:41.42",ほんとそれ,,,,ID:/EwJyVTK0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0210 名無しどんぶらこ 2025/11/28(金) 09:35:47.62",なんで曖昧を維持できなかったんだろな,,,,ID:9ECKHHqH0(2/2),4,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0211 名無しどんぶらこ 2025/11/28(金) 09:35:49.47","それをやったのが高市だろ
高市に言えよ",,,,ID:U2vADrCd0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0212 名無しどんぶらこ 2025/11/28(金) 09:35:54.54",">>193
それが良くわからんのだよなあ。なんか、思わず言っちゃった
ような印象を受ける。",,>>193,,ID:gaRBOYTn0(6/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0213 名無しどんぶらこ 2025/11/28(金) 09:35:54.65",つまり変わったかのように発言した高市は中国を利する行為をしたと,,,,ID:9YPLlwVx0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0214 名無しどんぶらこ 2025/11/28(金) 09:35:57.75",国益を損ねてるのは高市の発言のせいなんだが・・・,,,,ID:9F8hdpux0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0215 名無しどんぶらこ 2025/11/28(金) 09:36:04.79",">>181
いや日本が守りたいのはライフラインであるシーレーン。
台湾海峡が塞がれたら日本行きの石油タンカーや貨物船が辿り着けなくなる。

極端な話、シーレーンさえ死守できれば台湾がどうなっても構わないと言うのが政府の本音。",,>>181,,ID:E9sz64980(3/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0216 名無しどんぶらこ 2025/11/28(金) 09:36:10.50",">>8
そんなことより
高市早苗の明らかなメンヘラ振りをどう思う？ｗ

およそどんな精神科医、セラピストにみせても、虚言症、パニック障害、LDなんかの疑い濃厚って判断するだろうし、統失の診断くだす人も少なくないのではなかろうか？ｗ",,>>8,,ID:b1X1ji7A0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0217 名無しどんぶらこ 2025/11/28(金) 09:36:11.68",5chでも中道ってのが流行ってるんだろ,,,,ID:bJLVCAIU0(5/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0218 名無しどんぶらこ 2025/11/28(金) 09:36:24.04","五毛とパヨクさん達の必死さが
哀れさを感じさせる今日此の頃",,,,ID:E4OoSSxG0(7/12),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0219 名無しどんぶらこ 2025/11/28(金) 09:36:27.19",">>181
台湾有事で最初に被害を受ける日本に「中国の国内問題だから黙れ」は都合が良すぎる。
一言懸念を述べただけで「侵略を企んでいる」と思うなら、
それは日本の問題ではなく被害妄想の問題だ。
黙っていろという要求こそ、周囲に何も語らせない前提でしか成り立たない。",,>>181,,ID:fAYtMyVv0(2/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0220 名無しどんぶらこ 2025/11/28(金) 09:36:31.43","簡単な話連立政党が下野すれば日本の本来の立場に戻る
逆にしなければ無駄な争いの火種を作り続ける",,,,ID:AMb2bLoQ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0221 名無しどんぶらこ 2025/11/28(金) 09:36:31.84",">>206
でも従来どおり「その時になってみないとわからない」みたいな
答弁をしておけばよかったのでは？",,>>206,,ID:gaRBOYTn0(7/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0222 名無しどんぶらこ 2025/11/28(金) 09:36:35.41",">>210
アメリカの商売に繋がらないからだべw",,>>210,,ID:kCegNbRu0(6/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0223 名無しどんぶらこ 2025/11/28(金) 09:36:37.14",">>199
そして、人数のわりに日本の世論に影響を与えていないことも",,>>199,,ID:vCDheepz0(3/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0224 名無しどんぶらこ 2025/11/28(金) 09:36:40.56","とりあえずプライドの塊の外務官僚の腸が煮えくり返ってるでそ。
ポッケに手を突っ込んだ人民服姿のふてぶてしい中国人に
最敬礼してるような写真を撮られて世界中にばらまかれたからなｗ
中華首脳部も真っ青だろう。本気になった日本を心底恐れてるだろうしさｗ",,,,ID:Y+/N7Ypt0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0225 名無しどんぶらこ 2025/11/28(金) 09:36:52.46",">>181
何でかって話しで予想としては、台湾が尖閣諸島の権利主張してるからじゃないか？中国もそこは同じ。
台湾を中国政府が支配下におきます、台湾には尖閣諸島が含まれますって警戒されてる話だったかと。
なので台湾有事で台湾周辺海域に中国艦船が展開する場合に、日本は尖閣諸島周辺固める必要性があるって話し。",,>>181,,ID:t2SepxQG0(3/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0226 名無しどんぶらこ 2025/11/28(金) 09:36:54.24",立憲とか共産いらねえわ,,,,ID:/EwJyVTK0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0227 名無しどんぶらこ 2025/11/28(金) 09:36:55.31",">>210
台湾問題を全く理解してなかったから",,>>210,,ID:cpIE0x5z0(9/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0228 名無しどんぶらこ 2025/11/28(金) 09:37:02.18","石泰峰中共中央統一戦線活動部長が日本の立憲民主党訪中団と会見
https://jp.news.cn/2...ba3fa1e02aab8/c.html
米国議会の「米中経済安全審査委員会（USCC）」は、
「中国共産党の海外における統一戦線工作」と題する報告書を発表し、
中国共産党による各種工作活動の実態を暴いた。
要人の買収やハニートラップなどの「常とう手段」はあくまでその一端であり、
中には自由主義社会の根幹を揺るがす大がかりな工作活動もある。
これらは統一戦線工作または統一戦線活動と総称され、
中国共産党統一戦線工作部が主に担当する。

中共の対日工作に協力する立憲",https://jp.news.cn/20240830/bfa4f93aa3914e3189bba3fa1e02aab8/c.html,https://jp.news.cn/2...ba3fa1e02aab8/c.html,,ID:Q48YEC660(3/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0229 名無しどんぶらこ 2025/11/28(金) 09:37:05.51",">>166
ネトウヨって壺系朝鮮人で日本人絶滅目的だから彼らは嬉しいだけでしょ
良い加減に悟ったら？壺市はその代表",,>>166,,ID:cL2w+obB0(1/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0230 名無しどんぶらこ 2025/11/28(金) 09:37:09.40",アメリカ様の命令を無視するなんて、日本やばいな,,,,ID:FbQX+Vzv0(1/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0231 名無しどんぶらこ 2025/11/28(金) 09:37:21.50",つまり被爆国をアピールしながらずっと戦争やる気満々だったってこと…？,,,,ID:coiFozD20(1/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0232 名無しどんぶらこ 2025/11/28(金) 09:37:22.84",">>226
自民党の方が要らない",,>>226,,ID:9YPLlwVx0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0233 名無しどんぶらこ 2025/11/28(金) 09:37:23.33",中国に李する高市最低だなｗ,,,,ID:CbG3mnoc0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0234 名無しどんぶらこ 2025/11/28(金) 09:37:33.04","国内でだけイキっても事態は悪化するだけなんだが
ジャップ政治家はなぜ井の中の蛙しぐさをしてしまうのか",,,,ID:rQBoRkrE0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0235 名無しどんぶらこ 2025/11/28(金) 09:37:45.44",">>223
そもそも5chが日本の世論に影響するとでも？",,>>223,,ID:gaRBOYTn0(8/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0236 名無しどんぶらこ 2025/11/28(金) 09:37:48.96",">>218
統一教会「統一教会に逆らうやつは五毛かパヨクか創価！」",,>>218,,ID:cpIE0x5z0(10/21),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0237 名無しどんぶらこ 2025/11/28(金) 09:37:57.40","「グローバル」を名乗りながら、他国が自国の安全を語ることすら許さない
その発想こそ驚くほどローカルだ。
罵倒で済ませれば賢く見えるつもりでも、議論を放棄しているのはそちらのほう。",,,,ID:fAYtMyVv0(3/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0238 名無しどんぶらこ 2025/11/28(金) 09:37:59.03",">>219
どういう被害受けるの？",,>>219,,ID:coiFozD20(2/3),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0239 名無しどんぶらこ 2025/11/28(金) 09:38:01.11","中国を利するから政府を批判するな
もう言論統制が始まってるんだな",,,,ID:At9ZNfcK0(1/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0240 名無しどんぶらこ 2025/11/28(金) 09:38:07.35","まあ選挙すればわかるよ
その前に比例削減だけどな",,,,ID:bJLVCAIU0(6/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0241 名無しどんぶらこ 2025/11/28(金) 09:38:16.17",">>231
「ずっとアメリカの狗です」ってことですよ。",,>>231,,ID:gaRBOYTn0(9/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0242 名無しどんぶらこ 2025/11/28(金) 09:38:29.02",">>199
お前が統一教会から出張布教してるだけだろ",,>>199,,ID:cpIE0x5z0(11/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0243 名無しどんぶらこ 2025/11/28(金) 09:38:29.70",">>1
でも、トランプは習近平支持だからなw
笑ってしまう",,>>1,,ID:5n4f0ayU0(1/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0244 名無しどんぶらこ 2025/11/28(金) 09:38:41.72","石破やオルドメや反日政党は中国を利するようにしてるんアルヨ
文句アルアルか？",,,,ID:3h4zfn+50(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0245 名無しどんぶらこ 2025/11/28(金) 09:38:47.71",">>238
尖閣を取られる",,>>238,,ID:bJLVCAIU0(7/10),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0246 名無しどんぶらこ 2025/11/28(金) 09:38:48.93",アホ総理の擁護で苦労する日本政府ｗ,,,,ID:MgP/Le/l0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0247 名無しどんぶらこ 2025/11/28(金) 09:38:57.82",">>199
じゃあお前日本敗戦で中性子爆弾浴びて国内日本人絶滅で朝鮮人らの家家財全部明け渡したら？",,>>199,,ID:cL2w+obB0(2/16),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0248 名無しどんぶらこ 2025/11/28(金) 09:38:58.41",ネトウヨまたもや敗北wwww,,,,ID:98nsCOIO0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0249 名無しどんぶらこ 2025/11/28(金) 09:39:03.12","・チンピラの様な書き込みをする大阪総領事
・こいつチンピラじゃんて態度のアジア局長

中国外交部の人材の豊富さを世界に見せつけてしまいましたね",,,,ID:E4OoSSxG0(8/12),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0250 名無しどんぶらこ 2025/11/28(金) 09:39:11.60","高市の発言が気に入らなかったのではなく
高市本人が気に入らなかったんだろ
公明の連立解除の件だって内から崩そうとして失敗したから
直接的な手段で来た",,,,ID:g5E5oIsA0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0251 名無しどんぶらこ 2025/11/28(金) 09:39:14.28",">>1
>中国を利することに
　↑
仮想敵国と認めてるんですねｗ",,>>1,,ID:6Cak9klZ0(1/2),3,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0252 名無しどんぶらこ 2025/11/28(金) 09:39:15.91",">>7
？？？",,>>7,,ID:4Z0SXKtR0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0253 名無しどんぶらこ 2025/11/28(金) 09:39:16.86",">>236
WSJも五毛扱いで公式に突撃してるしな、ネトウヨ達は",,>>236,,ID:FbQX+Vzv0(2/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0254 名無しどんぶらこ 2025/11/28(金) 09:39:24.60",玉虫色で信用できないと映るんだろうな。,,,,ID:IEkcGby00,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0255 名無しどんぶらこ 2025/11/28(金) 09:39:27.32",">>245
その危機にしたのが高市だよね",,>>245,,ID:cpIE0x5z0(12/21),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0256 名無しどんぶらこ 2025/11/28(金) 09:39:36.54","安倍さんもネチネチつつかれてもぼやかしてきたのに
この主張は無理がある",,,,ID:6L+Hkgeb0(1/8),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0257 名無しどんぶらこ 2025/11/28(金) 09:39:38.42",アメリカを始めとする西側諸国首脳のマトは中共の犬トヨタ自動車なw,,,,ID:kCegNbRu0(7/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
