threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),threadview_response_body_link href,threadview_response_body_link,res_id href,res_id,notranslate (13),js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link href (2),threadview_response_body_link (2),js-ng-setting href,js-response href
"垢版
|
0052 名無しどんぶらこ 2025/11/26(水) 00:17:56.14",https://donguri.5ch.net/,垢版,|,,"頭悪いのに仲裁して双方から感謝されたいという凄まじい自己承認欲求   

ロシアはトランプを最高の操り人形として育てたが   
アホすぎて制御不能であることまでは見通せなかったんだなw",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:rqaLf1Nf0,,,,,,,,
"垢版
|
0053 名無しどんぶらこ 2025/11/26(水) 00:18:34.70",https://donguri.5ch.net/,垢版,|,,">来年4月に予定する訪中まで「迷惑をかけないでほしい」という意味だと分析   

元とは言え環球時報編集長の発言とは思えん、すぐに消されそう",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wnSK9Qhh0,,,,,,,,
"垢版
|
0054 名無しどんぶらこ 2025/11/26(水) 00:19:38.60",https://donguri.5ch.net/,垢版,|,,"鉄塊しろって言うからにはいつのどこをどう鉄塊して欲しいか明示しろよ   
アホじゃ無いならロジカルに進めろ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:oYmwwF1h0,,,,,,,,
"垢版
|
0055 名無しどんぶらこ 2025/11/26(水) 00:22:31.24",https://donguri.5ch.net/,垢版,|,,またパヨパヨは糠喜びだったのか、まあ頑張れ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:YWrjBnjQ0,,,,,,,,
"垢版
|
0056 名無しどんぶらこ 2025/11/26(水) 00:39:20.26
0056 匿名 Donburako 2025/11/26（周三）00：39：20.26",https://donguri.5ch.net/,垢版,|,0056 匿名 Donburako 2025/11/26（周三）00：39：20.26,バカ市のせいで余計なリソース使わせやがって   最后我让他们用了额外的资源，因为那个愚蠢的城市。,最后我让他们用了额外的资源，因为那个愚蠢的城市。,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:DFSgfLTm0,,,,,,,,
"垢版
|
0057 名無しどんぶらこ 2025/11/26(水) 00:41:11.94
0057 匿名 Donburako 2025/11/26（周三）00：41：11.94",https://donguri.5ch.net/,垢版,|,0057 匿名 Donburako 2025/11/26（周三）00：41：11.94,">>1
＞トランプ氏が首相に対し「日本が台湾海峡情勢を激化させる行動を取ることを望んでいないというメッセージを伝えた可能性が高い」   

胡錫進「きっとそうだそうにちがいない」   
はなほじ",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:VoycUgnn0,,,,,,,,
"垢版
|
0058 名無しどんぶらこ 2025/11/26(水) 00:55:36.68
0058 匿名 Donburako 2025/11/26（周三）00：55：36.68",https://donguri.5ch.net/,垢版,|,0058 匿名 Donburako 2025/11/26（周三）00：55：36.68,">>8
中国はすでに死んでいる    中国已经死了",中国已经死了,,,,,,,,,,,,>>8,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:vJ3v2ZKF0,,,,,,,,
"垢版
|
0059 名無しどんぶらこ 2025/11/26(水) 00:59:09.64
0059 匿名 Donburako 2025/11/26（星期三）00：59：09.64",https://donguri.5ch.net/,垢版,|,0059 匿名 Donburako 2025/11/26（星期三）00：59：09.64,"習近平からトランプ大統領に電話   
「台湾問題に介入している日本に怒れ！」   
「あー大事だよねーそれよりレアアースよろしく」   

トランプ大統領から高市総理に電話   
「おぉ。ハチミツ好きの習がなんか言うてたけど、おれはサナエの味方だから何かあったらいつでも電話しといで」   
「ありがとう。頼りにしてます😊」   

みたいな流れで中国のメンツ丸潰れなのおもろい   
https://www.threads....N_COOTVjzDA_DeAaVFvA",,,,,,,,,,,,https://www.threads.com/@p1co0111/post/DRdyEaPk-eJ?xmt=AQF0sHzGGmcfhDFR9k9L33rrqmN_COOTVjzDA_DeAaVFvA,https://www.threads....N_COOTVjzDA_DeAaVFvA,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:6y0dlKvc0,,,,,,,,
"垢版
|
0060 名無しどんぶらこ 2025/11/26(水) 01:07:43.79",https://donguri.5ch.net/,垢版,|,,,,,,,,,,,,,,https://www.youtube.com/shorts/asKbbUdYjbw,https://www.youtube....m/shorts/asKbbUdYjbw,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:zkganXIT0,,,,,,,,
"垢版
|
0061 名無しどんぶらこ 2025/11/26(水) 01:10:12.01
0061 匿名 Donburako 2025/11/26（星期三）01：10：12.01",https://donguri.5ch.net/,垢版,|,0061 匿名 Donburako 2025/11/26（星期三）01：10：12.01,トランプはそろそろ安倍のことを忘れてそう   特朗普似乎正在忘记安倍,特朗普似乎正在忘记安倍,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:p8hVJ4QP0(1/2),,,,,,,,
"垢版
|
0062 名無しどんぶらこ 2025/11/26(水) 01:12:00.82
0062 匿名 Donburako 2025/11/26（周三）01：12：00.82",https://donguri.5ch.net/,垢版,|,0062 匿名 Donburako 2025/11/26（周三）01：12：00.82,シナ工作民湧きすぎ（笑）   中国工人太多了（笑）,中国工人太多了（笑）,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:XtJWLV1h0,,,,,,,,
"垢版
|
0063 名無しどんぶらこ 2025/11/26(水) 01:12:55.13",https://donguri.5ch.net/,垢版,|,,">>22  
あれで意外と拉致被害者の解決の働きかけは   
ちゃんとやってんだよな   
トランプでダメなら誰にもダメだろう",,,,,,,,,,,,,>>22,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:p8hVJ4QP0(2/2),,,,,,,,
"垢版
|
0064 名無しどんぶらこ 2025/11/26(水) 01:13:33.95",https://donguri.5ch.net/,垢版,|,,"トランプ氏は来年、習氏を米国に2度招く見通しだ。1度は国賓訪問、もう1度はトランプ氏がフロリダ州ドラルに所有するリゾートで開催される20カ国・地域首脳会議（G20サミット）への出席。両首脳が直接対面する機会は、これで計4回となる。 https://www.bloomber...11-25/T6ACRPT9NJLS00  

話はどんどん進む",,,,,,,,,,,,https://www.bloomberg.co.jp/news/articles/2025-11-25/T6ACRPT9NJLS00,https://www.bloomber...11-25/T6ACRPT9NJLS00,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:+NHgTDOW0,,,,,,,,
"垢版
|
0065 名無しどんぶらこ 2025/11/26(水) 01:15:05.19",https://donguri.5ch.net/,垢版,|,,">>1
>台湾問題に関しては中国に譲歩の余地はない。   
国際法とか日中国交正常化の日中共同声明とか持ち出す前に、民主主義   
であるかどうかが重要。   
民主主義を私利私欲にまみれた独裁政権は嫌うので必死に潰そうとする。   
それを変な理屈をつけて自分たちが正しいかのように世論形成しようと   
しているが全く筋が通って無い。",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:npy/NSdz0,,,,,,,,
"垢版
|
0066 名無しどんぶらこ 2025/11/26(水) 01:26:43.29",https://donguri.5ch.net/,垢版,|,,上手に仲介できれば1ノーベルポイント進呈,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:XQoLOjvM0,,,,,,,,
"垢版
|
0067 名無しどんぶらこ 2025/11/26(水) 01:56:21.40",https://donguri.5ch.net/,垢版,|,,">>44
躾のなってない危険な駄犬に脅かされたら、犬自身でなく飼い主になんとかしろと言うのが普通だ   

だから習近平はトランプと直談判したのだ🥺",,,,,,,,,,,,,>>44,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:APCW8nzg0,,,,,,,,
"垢版
|
0068 名無しどんぶらこ 2025/11/26(水) 02:04:53.27",https://donguri.5ch.net/,垢版,|,,なんで中国より先に高市はトランプに電話しなかったの？,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3qj0B4TH0,,1,,,,,,
"垢版
|
0069 名無しどんぶらこ 2025/11/26(水) 02:13:14.85",https://donguri.5ch.net/,垢版,|,,">>41  
検索済？   

ネットDE真実ってやつか",,,,,,,,,,,,,>>41,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:8r+hdI970  ID：8r+hdI970,ID：8r+hdI970,,,,,,,
"垢版
|
0070 名無しどんぶらこ 2025/11/26(水) 02:32:15.32",https://donguri.5ch.net/,垢版,|,,"キンペー: お宅の飼い犬(バカイチ)がうちの子(台湾)に絡んできて困ってるんですが   

トランプ: しつけができてない駄犬ですんません　コラ！バカイチ！   

バカイチ: ご主人様に褒められると思ったのに　キュイーン　キュイーン",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:lirN/fvc0  ID：lirN/fvc0,ID：lirN/fvc0,,,,,,,
"垢版
|
0071 名無しどんぶらこ 2025/11/26(水) 02:34:09.72",https://donguri.5ch.net/,垢版,|,,"習「ちょっとー聞いてよータカイチがさー」   
寅「ワイがしばいたるさかい」",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:SCkNKB1F0,,,,,,,,
"垢版
|
0072 名無しどんぶらこ 2025/11/26(水) 02:37:01.58",https://donguri.5ch.net/,垢版,|,,"We are the world world leadears にアイ出演してたものな   
オヤビン👍🖖",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:r3pUBPTF0,,,,,,,,
"垢版
|
0073 名無しどんぶらこ 2025/11/26(水) 02:41:45.09",https://donguri.5ch.net/,垢版,|,,火付け朝日,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:R1QMhvPc0(1/2),,,,,,,,
"垢版
|
0074 名無しどんぶらこ 2025/11/26(水) 02:43:11.64",https://donguri.5ch.net/,垢版,|,,"来年４月のクアッドあるしね   
あんまり騒がないでくれよ朝日",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:R1QMhvPc0(2/2),,,,,,,,
"垢版
|
0075 名無しどんぶらこ 2025/11/26(水) 02:57:39.15",https://donguri.5ch.net/,垢版,|,,">>68
トランプに「友人じゃない」って言われて凹んでたとか？   
今回「君は親しい友達だからいつでも電話してくれていい」って言ってもらってよかったね   
「俺様の指示を仰がず勝手なことすんな」という趣旨かも知れないがw",,,ID：wS6RDL660（1/8）,,,,,,,,,,>>68,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(1/8)  ID：wS6RDL660（1/8）,,,,,,,,
"垢版
|
0076 警備員[Lv.6][新] 2025/11/26(水) 03:01:41.10
0076 警備員[Lv.6][新] 2025/11/26（水） 03：01：41.10",https://donguri.5ch.net/,垢版,|,0076 警備員[Lv.6][新] 2025/11/26（水） 03：01：41.10,はやく沖ノ鳥島からレアアース供給してくれよ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:VRPV0FGg0,,,,,,,,
"垢版
|
0077 名無しどんぶらこ 2025/11/26(水) 03:16:10.88",https://donguri.5ch.net/,垢版,|,,"中国人と犬は思い通りにならなくて悔しいんだろうねw   
ほんと恥知らずで頭の悪い国だよw",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Rp0Ngi0c0,,,,,,,,
"垢版
|
0078 名無しどんぶらこ 2025/11/26(水) 03:18:31.74",https://donguri.5ch.net/,垢版,|,,それってあなたの感想ですよね,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:pdKmnrkF0(1/2),,,,,,,,
"垢版
|
0079 名無しどんぶらこ 2025/11/26(水) 03:38:44.49
0079 匿名 Donburako 2025/11/26（周三）03：38：44.49",https://donguri.5ch.net/,垢版,|,0079 匿名 Donburako 2025/11/26（周三）03：38：44.49,そもそも米軍が動かなければ台湾が火だるまになっても日本は集団的自衛権を発動しようがないわけで米軍のボスと中国が話し合うのは別に悪い話ではないだろう。,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:8unIn5vF0,,1,,,,,,
"垢版
|
0080 名無しどんぶらこ 2025/11/26(水) 03:41:08.52",https://donguri.5ch.net/,垢版,|,,怒られたんかな,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:fQMJO3Zw0,,,,,,,,
"垢版
|
0081 名無しどんぶらこ 2025/11/26(水) 04:40:02.51",https://donguri.5ch.net/,垢版,|,,まあ日本人て幼稚な奴ばかりだから,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:yEFk0fJ30,,,,,,,,
"垢版
|
0082 名無しどんぶらこ 2025/11/26(水) 04:46:14.87",https://donguri.5ch.net/,垢版,|,,"なんとか米軍に出ていって貰って自国で戦える国にしないとどうしようもないな   
同盟国がこれだけの揉め事に巻き込まれても一切フォローなし   
つまり同盟国なんて言葉だけ   
米軍を頼ってたら悔しい思いしかしないと思う",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:+5Dyp3nD0,,,,,,,,
"垢版
|
0083 名無しどんぶらこ 2025/11/26(水) 04:46:27.96",https://donguri.5ch.net/,垢版,|,,さっさとHUAWEIのスマホでgoogle使えるようにしろや😠😠,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:IBGjJuyc0,,,,,,,,
"垢版
|
0084 警備員[Lv.6][新芽] 2025/11/26(水) 04:55:29.15",https://donguri.5ch.net/,垢版,|,,これじゃ日本が鏡の中のマリオネットじゃないか！,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:2tjVL0bW0(1/2),,,,,,,,
"垢版
|
0085 名無しどんぶらこ 2025/11/26(水) 05:03:12.95",https://donguri.5ch.net/,垢版,|,,">>79  
アメリカと中国に見捨てられたらそれこそ   
国として成り立たなくなる   
プライドだけじゃ飯は食えないのよ",,,,,,,,,,,,,>>79,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:bhQJpswY0,,1,,,,,,
"垢版
|
0086 警備員[Lv.8][新] 2025/11/26(水) 05:09:39.36",https://donguri.5ch.net/,垢版,|,,世界最強米大統領すら言えないことをガツンと言っちまったわけだ高市…,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:2tjVL0bW0(2/2),,,,,,,,
"垢版
|
0087 名無しどんぶらこ 2025/11/26(水) 05:15:27.55",https://donguri.5ch.net/,垢版,|,,その表現はおかしい　キャンキャン毎日吠えてるのは中国だろ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:pdKmnrkF0(2/2),,,,,,,,
"垢版
|
0088 名無しどんぶらこ 2025/11/26(水) 05:15:42.21",https://donguri.5ch.net/,垢版,|,,"・大阪総領事は任期切れで帰国   
・高市答弁は従来の政府の立場と完全に同じという分かったようなよく分からんような閣議決定   
しばらくゴタゴタするだろうがとりあえず戦争は回避か",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(2/8),,2,,,,,,
"垢版
|
0089 朝鮮漬 ◆A9o2GkvA8V2W 2025/11/26(水) 05:16:55.93",https://donguri.5ch.net/,垢版,|,,">>85  

アメ公は今回は邪魔だけはするなよ    阿梅子，这次别再打扰我了。

支那ロ助は日本が片付ける    日本将清理中国的罗助
(　ﾟдﾟ)､ﾍﾟｯ    （ ゚д゚，佩克",阿梅子，这次别再打扰我了。,日本将清理中国的罗助,（ ゚д゚，佩克,,,,,,,,,,>>85,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Gd2WFEPz0,,,,,,,,
"垢版
|
0090 名無しどんぶらこ 2025/11/26(水) 05:23:38.25",https://donguri.5ch.net/,垢版,|,,">>88  
今回の出来事で中国は外交上米国と接近することに成功しました   
この中国の外交上の成功を持って日本に対する   
外交上の攻撃を抑えるかどうかは中国が決める事です   
但しこれ以上の中国からの外交的な攻撃で中国が更なる利益を引き出せるかどうかは   
やや不明な部分があります   

中国が大きな利益を引き出し日本の損失が拡大しました",,,,,,,,,,,,,>>88,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Dkqvc9p60(1/4),,1,,,,,,
"垢版
|
0091 名無しどんぶらこ 2025/11/26(水) 05:25:31.41",https://donguri.5ch.net/,垢版,|,,基本的に朝日は偏向してる以前に反日スローガン新聞だからね,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:TQA7K6Sq0,,,,,,,,
"垢版
|
0092 名無しどんぶらこ 2025/11/26(水) 05:26:48.59",https://donguri.5ch.net/,垢版,|,,"朝日新聞w   
おまエラが恣意的に曲解し意図的に歪曲し確信的に捏造した記事がなければこんなことになってねーよ。   

朝日新聞、台湾有事で存立危機事態認定なら武力行使   
AERA、中国に宣戦布告したような大失言！   

↑何これ、アルミホイルで電波でも受信してるの？",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:LakpfZel0,,,,,,,,
"垢版
|
0093 名無しどんぶらこ 2025/11/26(水) 05:28:51.43",https://donguri.5ch.net/,垢版,|,,"中国は発言撤回を求めているから高市が発言撤回しない限り何をやっても無駄   
経済制裁は今後もエスカレートしながら長期間にわたって行われると考えるべきだろうな",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:RVMBCc430(1/2),,,,,,,,
"垢版
|
0094 名無しどんぶらこ 2025/11/26(水) 05:29:46.92",https://donguri.5ch.net/,垢版,|,,"ボスに頭越しで苦情って   
おまエラ無能担当が飛ばされるときのあるあるだろ？",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:UjysAlMD0,,,,,,,,
"垢版
|
0095 名無しどんぶらこ 2025/11/26(水) 05:30:59.46",https://donguri.5ch.net/,垢版,|,,問題児の高市早苗,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z1B5kwLY0,,,,,,,,
"垢版
|
0096 名無しどんぶらこ 2025/11/26(水) 05:36:37.58",https://donguri.5ch.net/,垢版,|,,"旅客機だけじゃ終わらないよ   
高市謝罪辞任しないと中国からすべての物資がストップ数兆円の原材料が止まったら   
数百兆のものがつくれなくなる試算   
アホだね高市無知だからそういう計算できないのだろう",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:HUYKUElY0(1/2),,,,,,,,
"垢版
|
0097 名無しどんぶらこ 2025/11/26(水) 05:39:45.25",https://donguri.5ch.net/,垢版,|,,">>88  
PNG発動されるとメンツが潰されて、人民の統治に差し支えるだろうから、それは避けたかったのかな",,,,,,,,,,,,,>>88,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4n7QB2pZ0,,1,,,,,,
"垢版
|
0098 名無しどんぶらこ 2025/11/26(水) 05:41:27.24",https://donguri.5ch.net/,垢版,|,,"そらトランプも兵隊を死なせたくはないからな   
自衛隊員の命を軽んずるイキり壺市とは違う",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:RZzHxDWp0,,,,,,,,
"垢版
|
0099 名無しどんぶらこ 2025/11/26(水) 05:41:52.13",https://donguri.5ch.net/,垢版,|,,">>90  
今回の米中の電話会談はトランプ大統領から行われています   
ここではディールが行われたことになります   
・米国は中国と交流を持ち米国内に招待する   
・中国に対しては台湾問題の抑制を暗黙裡には示している   

単純に空気を読めば米国から中国に対して利益供与を行うので   
中国は台湾有事問題での行動を抑制して貰いたいという事になります   
これを受けて中国が更に騒ぎ続ければ米国は中国に対して   
会談を取り止める選択肢は出て来ます",,,,,,,,,,,,,>>90,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Dkqvc9p60(2/4),,,,,,,,
"垢版
|
0100 名無しどんぶらこ 2025/11/26(水) 05:42:46.90",https://donguri.5ch.net/,垢版,|,,">>97  
外交官一人追放したところで日本にメリットないし   
中国が報復をしないことはあり得ないから   
自発的に帰ってくれてラッキーだな",,,,,,,,,,,,,>>97,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(3/8),,1,,,,,,
"垢版
|
0101 名無しどんぶらこ 2025/11/26(水) 05:44:38.50",https://donguri.5ch.net/,垢版,|,,バカウヨク アメのケツ舐め ご満悦,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:l1D/4iib0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0102 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/26(水) 05:45:38.46",https://donguri.5ch.net/,垢版,|,,">>1
米国(ユダヤ)は既に未来と通信しています。   
未来の知見と未来技術でこの世界を裏で完全に統制しています。   
この世界の出来事は全て茶番です。日本の政治も裏で統制されています。   

ユダヤは未来を知った上で、現在(過去)において色々と動いてきます。   
米国の要人がお世辞を言うのは、高市が長く続くのを知っているからです。   
高市が長く続くのは間違いない。   

ユダヤが後ろ盾にいる以上は選挙に勝つでしょう。   

ユダヤの末端工作員はあらゆる分野にゴキブリのようにいます。   
ある時は統一の仮面を被ったり、ある時は創価の仮面を被ったりして、   
政治情勢に応じて支援する人物を変えます。特定の組織に固執することはない。   

さらに、傘下のメディア言論人を操って印象操作をするだけでなく、   
電磁波兵器で大衆の感情を操ったりします。   
高市の時に中国との間で紛争が起こり、憲法が改正されるかもしれません。",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ti9p1SdK0(1/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0103 名無しどんぶらこ 2025/11/26(水) 05:46:11.87",https://donguri.5ch.net/,垢版,|,,">>100  
日本が外交官を追放した場合には更に問題が拡大する余地は出て来ます   
これは中国のリスクコントロールの側面もありますが   
このリスクコントロールは問題を縮小させる方向とはなっています",,,,,,,,,,,,,>>100,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Dkqvc9p60(3/4),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0104 名無しどんぶらこ 2025/11/26(水) 05:46:13.65",https://donguri.5ch.net/,垢版,|,,もう沖縄の米軍ほとんどフィリピンに退避済みでしょ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:HUYKUElY0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0105 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/26(水) 05:46:29.54",https://donguri.5ch.net/,垢版,|,,"米国(ユダヤ)は既に未来と通信しています。   
未来の知見と未来技術でこの世界を裏で完全に統制しています。   
この世界の出来事は全て茶番です。   

この世界の政治には、ユダヤによる配役とユダヤの演出があるだけです。   
昨今のユダヤの演出を窺うと高市の時に中国との間で紛争を起こそうとしている可能性がある。   

・メディア言論人などによる高市に対するヤジへの異様な批判   
→批判を封じて独裁的な権力を事実上付与し、戦争を遂行させる。   

・米兵の前での情緒的な演説と軽いノリ   
→法に合致していなくても情緒とノリで米軍の支援を押し通させる。   

・スパイ防止法   
→日中要人の意見交換を妨げて、戦争の回避や和平を困難にさせる。   

・国旗損壊罪
→国民よりも国旗(国)を上に置いて、国の命令に逆らえない風潮を起こして戦争遂行。   

・議員定数削減   
→これまでの経緯を無視して比例定数だけを削減し(左派を潰し)、国会議員の数を減らし、政権を独裁的にして戦争遂行。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ti9p1SdK0(2/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0106 名無しどんぶらこ 2025/11/26(水) 05:46:44.08",https://donguri.5ch.net/,垢版,|,,"読売テレビの解説員の話では   
トランプさんが高市さんを気遣って   
電話したと解説してる",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3C1Q/3Bx0(1/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0107 名無しどんぶらこ 2025/11/26(水) 05:47:07.03",https://donguri.5ch.net/,垢版,|,,このまま放置したら、トランプが勝手に「数日以内に日中関係はいい方に向かうだろう」とか言い出して、日本に圧力かけてきそう,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:pc7ldDfI0(1/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0108 名無しどんぶらこ 2025/11/26(水) 05:47:09.07",https://donguri.5ch.net/,垢版,|,,"今日はこれぐらいで終わります   
お疲れ様でした",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Dkqvc9p60(4/4),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0109 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/26(水) 05:47:39.10",https://donguri.5ch.net/,垢版,|,,"米国(ユダヤ)は既に未来と通信しています。あらゆる未来技術を備えています。   
それでこの世界を裏で完全に統制しています。この世界の出来事は全て茶番です。   
台湾有事もです。   

日本は中国との間で中台は一つだという条約に調印しています。   
その認識は米国においても同様です。だから、国連に台湾が加盟できない。   
従って、台湾有事は中国の内戦です。   

中国の内戦である台湾有事に日本が巻き込まれるのは、   
台湾有事が起こって米軍が介入すると、   
安倍政権が解釈改憲して立てた安保法制と日米同盟により、   
米軍を支援しなければならないからです。   

日本が台湾有事に巻き込まれるのは、国際法を破って台湾有事に介入する米国のせいです。   
すべて日本を台湾有事に巻き込もうとする米国の茶番です。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ti9p1SdK0(3/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
