threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),notranslate (7),notranslate (8),threadview_response_body_link href (3),threadview_response_body_link (3),notranslate (9),notranslate (10),notranslate (11),res_id href,res_id,notranslate (12),js-response,notranslate (14),notranslate (15),js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0130 名無しどんぶらこ 2025/11/23(日) 19:26:51.71",https://donguri.5ch.net/,垢版,|,,"ウヨのフリして日本破壊
安倍晋三と一緒だね高市は
さすが壺",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:jpXkbPkk0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0131 名無しどんぶらこ 2025/11/23(日) 19:26:54.26",https://donguri.5ch.net/,垢版,|,,">>111
己を以て人を量る
人の事言わんより肘垢落とせ

この辺りでどうだろう",,,,,,,>>111,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:b8g5ZrAW0,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0132 名無しどんぶらこ 2025/11/23(日) 19:26:57.91",https://donguri.5ch.net/,垢版,|,,統一教会信者の高市やばすぎる,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:4+1L89hN0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0133 名無しどんぶらこ 2025/11/23(日) 19:27:18.32",https://donguri.5ch.net/,垢版,|,,">>126
そうなん？3回まわってワンと言えよ",,,,,,,>>126,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(6/16),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0134 名無しどんぶらこ 2025/11/23(日) 19:27:25.14",https://donguri.5ch.net/,垢版,|,,バカウヨは台湾なんてどうでもいいくせに,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Bzv+gmUw0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0135 名無しどんぶらこ 2025/11/23(日) 19:27:55.97",https://donguri.5ch.net/,垢版,|,,">>129
人権全無視の姿勢がさすが中国共産党ですな
まいりました",,,,,,,>>129,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:yw9CGvh/0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0136 名無しどんぶらこ 2025/11/23(日) 19:27:58.52",https://donguri.5ch.net/,垢版,|,,">>1
君らが侵略行為をしなければ
軍国主義化しませんよ。
つまり、中華民国の傍流たる
中華人民共和国が分を弁えて
本省に逆らわなければ良いだけなのです。
自らの自明を恥じるべきでは？",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:SooK/GLi0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0137 名無しどんぶらこ 2025/11/23(日) 19:28:00.01",https://donguri.5ch.net/,垢版,|,,">>133
高市が嬉ションして飛び跳ねてただろ",,,,,,,>>133,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:3J5T4G8B0(3/9),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0138 名無しどんぶらこ 2025/11/23(日) 19:28:06.26",https://donguri.5ch.net/,垢版,|,,日本は過去を反省しろ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:BjFsLkZW0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0139 名無しどんぶらこ 2025/11/23(日) 19:28:12.63",https://donguri.5ch.net/,垢版,|,,お前は粛清待ち,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:1vKdh9wu0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0140 名無しどんぶらこ 2025/11/23(日) 19:28:16.36",https://donguri.5ch.net/,垢版,|,,"言葉はうまく使おう
日本軍国主義ではないでしょ
日本の復活を決して許さないんでしょ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:7vv9dy6T0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0141 名無しどんぶらこ 2025/11/23(日) 19:28:38.96",https://donguri.5ch.net/,垢版,|,,なんでお前らに指示されにゃアカンねん,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:6q/g5GO/0,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0142 名無しどんぶらこ 2025/11/23(日) 19:28:44.29",https://donguri.5ch.net/,垢版,|,,">>137
てめぇだよ犬",,,,,,,>>137,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(7/16),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0143 名無しどんぶらこ 2025/11/23(日) 19:29:29.64",https://donguri.5ch.net/,垢版,|,,中国人は上から抑えつけると大人しくなるってほんまやなｗ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(8/16),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0144 名無しどんぶらこ 2025/11/23(日) 19:29:51.20",https://donguri.5ch.net/,垢版,|,,">>141
戦勝国だからだ",,,,,,,>>141,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:41OpsDM80(6/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0145 名無しどんぶらこ 2025/11/23(日) 19:29:57.26",https://donguri.5ch.net/,垢版,|,,">>142
おまえのようなポチウヨに皮肉で言ってるんだけどバカ？",,,,,,,>>142,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:3J5T4G8B0(4/9),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0146 名無しどんぶらこ 2025/11/23(日) 19:30:05.81",https://donguri.5ch.net/,垢版,|,,煽り方が大日本帝国でキモい,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:oGcxiJJ10(2/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0147 朝鮮漬 ◆A9o2GkvA8V2W 2025/11/23(日) 19:30:11.94",https://donguri.5ch.net/,垢版,|,,"一晩で南京20万人を虐殺し
無差別爆撃と世界初の認定された重慶爆撃し
731部隊でペスト菌ばら撒く

鬼畜の大日本帝国復活＼(^o^)／",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:L5Gerugx0(1/2),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0148 名無しどんぶらこ 2025/11/23(日) 19:31:20.76",https://donguri.5ch.net/,垢版,|,,あたおか,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:5Yxve+SX0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0149 名無しどんぶらこ 2025/11/23(日) 19:31:21.67",https://donguri.5ch.net/,垢版,|,,">>145
皮肉で返してるんだが知能が低すぎて伝わらんかｗ",,,,,,,>>145,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(9/16),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0150 名無しどんぶらこ 2025/11/23(日) 19:31:25.13",https://donguri.5ch.net/,垢版,|,,中国が思っていたより中国側の味方がいなくて焦ってんの笑う,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:U3z6IHWs0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0151 名無しどんぶらこ 2025/11/23(日) 19:31:57.37",https://donguri.5ch.net/,垢版,|,,こうやって事実は曲げられていくんだな,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:cSDJ/05d0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0152 名無しどんぶらこ 2025/11/23(日) 19:32:01.58",https://donguri.5ch.net/,垢版,|,,日本のフェイク紙まにうけて発言するのやめろ王毅,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:19sFLG2V0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0153 名無しどんぶらこ 2025/11/23(日) 19:32:09.38",https://donguri.5ch.net/,垢版,|,,国切りや台湾だ騒いで日本の再軍備を後押しする姿勢は流石ですね,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:kLLRdJFH0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0154 名無しどんぶらこ 2025/11/23(日) 19:33:17.03",https://donguri.5ch.net/,垢版,|,,">>149
最近おまえらは五毛ガーに夢中だけど高市の韓国贔屓について一言どうぞ",,,,,,,>>149,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:3J5T4G8B0(5/9),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0155 名無しどんぶらこ 2025/11/23(日) 19:33:26.55",https://donguri.5ch.net/,垢版,|,,中共の軍国主義はOKなのか？ｗ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:OeDLYhWV0(1/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0156 名無しどんぶらこ 2025/11/23(日) 19:33:38.82",https://donguri.5ch.net/,垢版,|,,"ジャップはすっかり去勢骨切りされたと
思っていたが、まだ野心とか有りそうなんだよね。
懲りないなあ…",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:JPdaxlJy0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0157 名無しどんぶらこ 2025/11/23(日) 19:33:56.56",https://donguri.5ch.net/,垢版,|,,"『許さない』なんていう権能が中国には無いのよ
頭悪いのか知らんけど自らの立場を自覚してくれないかねえ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:7JUGwaK30,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0158 名無しどんぶらこ 2025/11/23(日) 19:34:04.27",https://donguri.5ch.net/,垢版,|,,"別に中国に許されなくてもいいし
そもそも軍国主義になんてならねーよ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:+w2RDSK20,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0159 名無しどんぶらこ 2025/11/23(日) 19:34:12.51",https://donguri.5ch.net/,垢版,|,,">>147
犠牲者数、世界規模、無差別の点で武漢ウィルスは軽くそれを超えてる",,,,,,,>>147,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:HmatqlJd0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0160 名無しどんぶらこ 2025/11/23(日) 19:34:32.96",https://donguri.5ch.net/,垢版,|,,シナチクのおかげで軍事化が捗るwwwwww,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:P2OmnJaY0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0161 名無しどんぶらこ 2025/11/23(日) 19:34:53.25",https://donguri.5ch.net/,垢版,|,,">>154
えｗレスバよわｗ",,,,,,,>>154,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(10/16),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0162 名無しどんぶらこ 2025/11/23(日) 19:35:05.45",https://donguri.5ch.net/,垢版,|,,"LOVE❤

❤

おまえら2ちゃんねるキャハ〜高市さんが今度はアメリカが調停中のロシアにケンカを売って顔真っ赤だぞ？w
https://www.yomiuri....20251122-OYT1T50149/

❤

LOVE❤",,,,,,,,https://www.yomiuri.co.jp/politics/20251122-OYT1T50149/,https://www.yomiuri....20251122-OYT1T50149/,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Tk/ew3LH0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0163 名無しどんぶらこ 2025/11/23(日) 19:35:27.24",https://donguri.5ch.net/,垢版,|,,">>157
つ敵国条項",,,,,,,>>157,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:3J5T4G8B0(6/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0164 名無しどんぶらこ 2025/11/23(日) 19:35:27.74",https://donguri.5ch.net/,垢版,|,,"在日左翼「戦争煽るな」
中国政府「戦争許さない」",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:59gBPGQP0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0165 名無しどんぶらこ 2025/11/23(日) 19:35:40.55",https://donguri.5ch.net/,垢版,|,,国連にチクった結果どうなったの？,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:P7GT2Ren0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0166 警備員[Lv.6][新] 2025/11/23(日) 19:35:44.21",https://donguri.5ch.net/,垢版,|,,"オメーらの方がよほど軍国主義だんだよw
失せろ！！",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:WCJYRPla0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0167 名無しどんぶらこ 2025/11/23(日) 19:35:46.15",https://donguri.5ch.net/,垢版,|,,">>1
大袈裟だ、馬鹿かよこの外相ｗｗｗｗ",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:6FkZXpeu0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0168 名無しどんぶらこ 2025/11/23(日) 19:35:49.09",https://donguri.5ch.net/,垢版,|,,満州国認めてもらってもなお中国侵攻し続けてブチギレられた大日本帝国,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:oGcxiJJ10(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0169 名無しどんぶらこ 2025/11/23(日) 19:35:49.52",https://donguri.5ch.net/,垢版,|,,アジアのリーダーは日本であって中国じゃないんだが,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:7Un94Zsq0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0170 名無しどんぶらこ 2025/11/23(日) 19:36:00.25",https://donguri.5ch.net/,垢版,|,,"なんやしょうもない
雑魚が喧嘩売ってくんじゃねぇよ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(11/16),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0171 名無しどんぶらこ 2025/11/23(日) 19:36:11.01",https://donguri.5ch.net/,垢版,|,,いや、日本人も望んでないし、そうはならんやろ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:WfkAj+Wy0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0172 名無しどんぶらこ 2025/11/23(日) 19:36:15.00",https://donguri.5ch.net/,垢版,|,,"今こそ中国を叩け
満州国を取り返せ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:C6NS5x2X0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0173 名無しどんぶらこ 2025/11/23(日) 19:36:28.66",https://donguri.5ch.net/,垢版,|,,">>161
ん？一言返せないの？自己紹介？",,,,,,,>>161,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:3J5T4G8B0(7/9),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0174 名無しどんぶらこ 2025/11/23(日) 19:36:40.66",https://donguri.5ch.net/,垢版,|,,"中国が台湾を攻撃すれば沖縄の米軍基地から出撃するんだぞ
そうすれば沖縄も戦地になるわけで、自衛隊が防衛するのは当然だろ・・・
幼稚園でもわかることを説明させるなよｗ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:tlx7Xces0,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0175 名無しどんぶらこ 2025/11/23(日) 19:36:41.31",https://donguri.5ch.net/,垢版,|,,右婆暴走族、早くもフルスロットル！,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:qFpyyipn0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0176 名無しどんぶらこ 2025/11/23(日) 19:36:44.08",https://donguri.5ch.net/,垢版,|,,">>1
まあ、
悪辣なテロ国家北朝鮮🇰🇵も
悪辣な侵略国家中共も
日本とアメリカの離反を画策しまくっている

特に、石破で離反工作が成功しかけていたからな
中共としては、悔しくて堪んないだろう

アメリカとしっかりとタッグを組んでいけば
悪辣な侵略国家中共は負けるしかない

中共が火🔥病を熾せば熾すほど
中共の痛さが全世界に沁み渡る

高市発言は、むしろ非常に良かったよ

日本国内のスパイの洗い出しにも非常に役立った

悪辣な侵略国家中共ヤクザは
どんどんその邪悪な本性を晒し
結局、高市の完勝だな",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:S6mT+cj/0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0177 名無しどんぶらこ 2025/11/23(日) 19:37:00.00",https://donguri.5ch.net/,垢版,|,,"キンペーって下っ端ばっかでてきて本人出てこないよね。
どんだけ小心なんだｗ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:0TN4rvTd0(1/2),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0178 名無しどんぶらこ 2025/11/23(日) 19:37:38.69",https://donguri.5ch.net/,垢版,|,,グンクツ(何故か変換できない)の音が聞こえるとか言い出すなんて、二十年くらい前にタイムスリップした気分だなw,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Pc16urR30,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0179 名無しどんぶらこ 2025/11/23(日) 19:37:40.95",https://donguri.5ch.net/,垢版,|,,">>174
米軍基地は日本領土じゃないだろ",,,,,,,>>174,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:41OpsDM80(7/7),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0180 名無しどんぶらこ 2025/11/23(日) 19:37:43.62",https://donguri.5ch.net/,垢版,|,,"アジアの土人
中国人",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:q1t3c4P10(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0181 名無しどんぶらこ 2025/11/23(日) 19:38:02.81",https://donguri.5ch.net/,垢版,|,,日本人だって嫌だよ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:1crmoz6S0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0182 名無しどんぶらこ 2025/11/23(日) 19:38:30.99",https://donguri.5ch.net/,垢版,|,,日本人は公明党創価学会を許さない,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:T5Hvob+O0,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0183 名無しどんぶらこ 2025/11/23(日) 19:38:43.68",https://donguri.5ch.net/,垢版,|,,中共が馬鹿遣らなければ軍事費上げなくて良いのだけど馬鹿じゃねえの？,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:OeDLYhWV0(2/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0184 名無しどんぶらこ 2025/11/23(日) 19:39:39.25",https://donguri.5ch.net/,垢版,|,,軍国主義国家チャイナ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:0Hi2Q/cP0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0185 名無しどんぶらこ 2025/11/23(日) 19:39:40.31",https://donguri.5ch.net/,垢版,|,,んなこと言ってねーが、何言ってんだ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:lQRMiZKg0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0186 名無しどんぶらこ 2025/11/23(日) 19:39:54.01",https://donguri.5ch.net/,垢版,|,,">>1
レッドライン　とは　赤線のこと？　オオキなら知っているはず",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:8gBeKLqZ0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0187 名無しどんぶらこ 2025/11/23(日) 19:40:03.60",https://donguri.5ch.net/,垢版,|,,その何とか氏は武力行使も容認したんか？ｗ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:UQBOGy2m0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0188 名無しどんぶらこ 2025/11/23(日) 19:40:27.58",https://donguri.5ch.net/,垢版,|,,"中国共産党って人類の恥
存在価値を疑う
それに従う支那人共の知能の低さにびっくりする",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:C6NS5x2X0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0189 名無しどんぶらこ 2025/11/23(日) 19:40:37.93",https://donguri.5ch.net/,垢版,|,,">>170
ほら逃げるなよしょうもない
高市の韓国好きについて意見を聞かせろ",,,,,,,>>170,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:3J5T4G8B0(8/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0190 名無しどんぶらこ 2025/11/23(日) 19:40:51.05",https://donguri.5ch.net/,垢版,|,,">>1
いやいや、これは由々しき事態ですぞ！

もっともっと懲らしめないと！

まず、日本への渡航を完全禁止。
そして、日本にいる中国人も、全員強制帰国が必要ですぞ！",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:pPfJe/nU0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0191 名無しどんぶらこ 2025/11/23(日) 19:40:51.57",https://donguri.5ch.net/,垢版,|,,ジェノサイド国クソシナが何かほざいてる,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:oOkOt6yM0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0192 名無しどんぶらこ 2025/11/23(日) 19:40:55.54",https://donguri.5ch.net/,垢版,|,,中国のほうが大義名分を掲げちゃったよ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:z7G6635D0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0193 名無しどんぶらこ 2025/11/23(日) 19:41:09.89",https://donguri.5ch.net/,垢版,|,,">>177
そりゃ毛沢東を超える
完全無欠の皇帝たらんとするなら
失敗しそうなことは自分ではやらないだろう",,,,,,,>>177,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:KGTj+T640(2/6),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
