threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),threadview_response_body_link (3),js-response href,highlight,res_id,js-response
"垢版
|
0301 名無しどんぶらこ 2025/11/28(金) 07:02:56.64",">>1
台湾を理解したとは言ってないし撤回しろとも言ってない",,>>1,,,,,,ID:+gjnwu230(1/11),
"垢版
|
0302 名無しどんぶらこ 2025/11/28(金) 07:02:59.35",">>189
昔から共同通信、アカヒ、毎日、東京新聞は同じようなことばっかするよな
マジで締め出してほしい",,>>189,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:f93lAsEr0(3/5),1
"垢版
|
0303 名無しどんぶらこ 2025/11/28(金) 07:02:59.98",">>288
マクロンが12月初旬に訪中するそうだよ",,>>288,,,,,,ID:HbvbXMNB0(2/10),
"垢版
|
0304 名無しどんぶらこ 2025/11/28(金) 07:03:06.58","また負け犬 五毛党が必死になってて草w
台湾は独立国家のままで行くってだけの話よw",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(4/29),1
"垢版
|
0305 名無しどんぶらこ 2025/11/28(金) 07:03:10.72",">>246
アメリカは自分たちが最前線に出て台湾を護るというよりも日本を軍事的に利用して矢面に立たせるスタイルで行く事が今回でバレたんだよ？",,>>246,,,,,,ID:xCX9UvMm0(5/10),
"垢版
|
0306 名無しどんぶらこ 2025/11/28(金) 07:03:12.13",">>289
是非ドナルドのSNSに書き込んでくれ
トランプアカウントにネトウヨ集結は熱いな",,>>289,,,,,,ID:dryDCxY60(7/8),
"垢版
|
0307 名無しどんぶらこ 2025/11/28(金) 07:03:13.34",自称平和主義国家の中共さんからしたら台湾に軍事侵攻なんて有り得ないことで日本のオバサンが妄想膨らませたところで失笑だけで終わることじゃないの,,,,,,,,ID:Bzd6l/hj0,
"垢版
|
0308 名無しどんぶらこ 2025/11/28(金) 07:03:39.90",">>297
だから核保有と9条撤廃が必要なんだろ",,>>297,,,,,,ID:7t368szp0(3/3),
"垢版
|
0309 名無しどんぶらこ 2025/11/28(金) 07:03:48.59","力による現状変更を認めない
中国が動かなければ良いだけ

とっても簡単ですね",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:E4OoSSxG0(8/19),1
"垢版
|
0310 名無しどんぶらこ 2025/11/28(金) 07:03:49.19",">>284
そっくりそのまま返すわ
木原が否定したのは助言されたという部分だけなのに
WSJの報道全部否定したということにしたい奴がずっとデマデマ言ってる",,>>284,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:AQSlyFnt0(8/10),1
"垢版
|
0311 名無しどんぶらこ 2025/11/28(金) 07:03:49.40",">>220
今井尚哉が支持率工作してるかもよ
安倍時代とそっくり
8割ってww",,>>220,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:krClLrWO0(5/13),1
"垢版
|
0312 名無しどんぶらこ 2025/11/28(金) 07:03:49.48",トップがアホで大惨事やんｗ,,,,,,,,ID:voarWvPB0(1/2),
"垢版
|
0313 名無しどんぶらこ 2025/11/28(金) 07:04:05.27",しょせんはオールドパヨクメディアよ,,,,,,,,ID:TsxwQPeG0(5/29),
"垢版
|
0314 名無しどんぶらこ 2025/11/28(金) 07:04:08.23",>高市がやったのは円安と議員報酬６０万円?だけ,,,,,,,,ID:H3Nmf3dQ0,
"垢版
|
0315 名無しどんぶらこ 2025/11/28(金) 07:04:13.63","戦艦来て同盟国のアメリカが攻撃受けたら
集団的自衛権を行使する
存立危機になり得る
（なるかもしれんし、ならんかもしれん）

そりゃそうだよね
日本が撤回なんてするわけないやん",,,,,,,,ID:2c4GNKxp0,
"垢版
|
0316 名無しどんぶらこ 2025/11/28(金) 07:04:23.41","トランプにはノーベル平和賞をあげていいよ
背中押すタイプの大統領なら危ない展開もあり得ただろ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:7bKpYQR10(1/2),2
"垢版
|
0317 名無しどんぶらこ 2025/11/28(金) 07:04:25.89",">>295
自民と外務省が喧嘩売りたいのかまた火を焚べてるぞ",,>>295,,,,,,ID:bIoK01kB0(2/3),
"垢版
|
0318 名無しどんぶらこ 2025/11/28(金) 07:05:05.66","2025/11/18 米国はウクライナで実戦検証済みの高性能防空ミサイルシステムNASAMS(約7億ドル相当)を台湾に売却することを確認した

2025/11/26 台湾、6兆円超の特別予算で新型防空システムを構築すると発表

順調に追い詰められている習近平かわいそう",,,,,,,,ID:X8yybQ6Z0,
"垢版
|
0319 名無しどんぶらこ 2025/11/28(金) 07:05:17.36","米国上院可決「台湾保証実施法」（H.R. 1512）の詳細分析：米台高官交流制限の恒久的な緩和と地政学的影響（2025年11月）
I. 序論：台湾保証実施法（H.R. 1512）の戦略的背景と概要
1.1. 法案の定義と主要な政策的目標
2025年11月、米国議会は、米国の対台湾関係を規定する重要な立法措置を完了させた。「台湾保証実施法」（Taiwan Assurance Implementation Act）と呼ばれるこの法案（H.R. 1512）は、正式には「2020年台湾保証法を改正し、国務省の台湾ガイドラインに関する定期的な見直しと更新された報告を要求する法案」として提出された 。この法案の成立は、1979年の米国の台湾との断交、および中華人民共和国（PRC）との外交関係樹立以来、米国務省が外交的配慮に基づき自主的に設定してきた米台間の高官接触に関する「レッドライン」を、法的に解除することを主目的としている 。
H.R. 1512の根底にある議会の意図は、これらの行政が自らに課してきた制限を撤廃し、米台間の高レベル交流を「常態化」（Normalizing Bilateral Engagement）することにある 。具体的には、国務省に対し、現行のガイドラインが二国間関係の価値と重要性を適切に反映し、米台関係をより深化?拡大できるかどうかを定期的に評価するよう要求している 。
1.2. 立法の背景と報告書の構成
この法案が既存の法律である「2020年台湾保証法」の「実施」（Implementation）に焦点を当てているという事実は、議会が過去の親台法案が、行政機関、特に国務省によって対中関係への配慮から十分に実行されていないと見なしていることを強く示唆している。過去の法案が主に「政策推奨」の色彩が強かったのに対し、H.R. 1512は、定期的な見直しと議会への報告という法的義務を行政に課すことで、外交裁量権を意図的に制限し、高レベル交流の促進を強制する構造となっている。これは、米国議会が、対台湾政策を主導し、対中抑止力を強化する姿勢を明確に打ち出したものである。",,,,,,,,ID:jr9Ymx/S0(17/17),
"垢版
|
0320 名無しどんぶらこ 2025/11/28(金) 07:05:21.49","やっぱりトランプから怒られてるんやんけ
ウソばっかりつきやがって",,,,,,,,ID:25OXbbtr0,
"垢版
|
0321 名無しどんぶらこ 2025/11/28(金) 07:05:25.60",">>302
お前みたいなクソバカネトウヨは
何でニュース速報プラス板にいるんだ？www",,>>302,,,,,,ID:oRzB/F+30(11/38),
"垢版
|
0322 名無しどんぶらこ 2025/11/28(金) 07:05:28.54",">>72
やっぱ世界日報だよな！",,>>72,,,,,,ID:AOdhUCp+0(1/2),
"垢版
|
0323 名無しどんぶらこ 2025/11/28(金) 07:05:31.34",">>255
オールドメディアは裏取りしてるよ
ネトウヨ切り取りショート動画みたいな方が一番ヤバイ",,>>255,,,,,,ID:krClLrWO0(6/13),
"垢版
|
0324 名無しどんぶらこ 2025/11/28(金) 07:05:39.27",一方的に国益損ねた無能な高市,,,,,,,,ID:voarWvPB0(2/2),
"垢版
|
0325 名無しどんぶらこ 2025/11/28(金) 07:05:39.94","でた！日本政府関係者www
官邸の清掃作業員でも関係者になるだろ",,,,,,,,ID:6byym8xj0,
"垢版
|
0326 名無しどんぶらこ 2025/11/28(金) 07:05:41.27",">>311
だよな
高市の支持率8割なのに、自民の政党支持率が3割だぜｗｗｗ",,>>311,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:MCmLH3hK0(1/4),1
"垢版
|
0327 名無しどんぶらこ 2025/11/28(金) 07:05:41.78","狂同の飛ばし記事やんけ
こいつらもチャンコロナ資本入ってんのか
ねぇ事ねぇ事捏造してまでチャンコロナに媚びてぇのかカス",,,,,,,,ID:CxElOUzq0,
"垢版
|
0328 名無しどんぶらこ 2025/11/28(金) 07:05:43.57","大政翼賛会を作ったのは「民意」だな。確信した

当時の民意は「近衛よくやった！」「これで反日報道がなくなるぞ！」と湧いていたのだろう",,,,,,,,ID:dryDCxY60(8/8),
"垢版
|
0329 名無しどんぶらこ 2025/11/28(金) 07:05:46.36","韓国の反中デモちゃんと報道しろよパヨク
そこらの道端で中国人観光客が大便小便しまくってるからな
https://pbs.twimg.co.../G6xHN2naAAAApa9.jpg",https://pbs.twimg.com/media/G6xHN2naAAAApa9.jpg,,,https://pbs.twimg.co.../G6xHN2naAAAApa9.jpg,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:f93lAsEr0(4/5),1
"垢版
|
0330 名無しどんぶらこ 2025/11/28(金) 07:05:50.31","臭と日本のオールドメが勝手にエスカレートしてるだけなんじゃないの？
それに対して政府は何も報復もしてない",,,,,,,,ID:3h4zfn+50,
"垢版
|
0331 名無しどんぶらこ 2025/11/28(金) 07:05:56.64",">>310
日中関係を安定しろってだけだもんな
台湾を理解したは否定しないと",,>>310,,,,,,ID:+gjnwu230(2/11),
"垢版
|
0332 名無しどんぶらこ 2025/11/28(金) 07:06:14.75",台湾はアイアンドームを構築しそうな勢いだな,,,,,,,,ID:E4OoSSxG0(9/19),
"垢版
|
0333 名無しどんぶらこ 2025/11/28(金) 07:06:22.04","高市のやったことって、日本人はその気になったら戦争もう1発やってやんよwwwwwぐらいに思ってると世界に宣伝したに等しいよな
空気読めないし歴史にも学ばないヤバい国",,,,,,,,ID:e3fmbS410(1/2),
"垢版
|
0334 名無しどんぶらこ 2025/11/28(金) 07:06:27.02","パヨク　＝　高市の支持率が上がって負け

五毛党　＝　台湾は独立国家のままで負け、中国経済は地獄で負け

結果だけならコレだけだよw??",,,,,,,,ID:TsxwQPeG0(6/29),
"垢版
|
0335 名無しどんぶらこ 2025/11/28(金) 07:06:32.09",">>270
ネトウヨは北朝鮮みたいな政権マンセーメディアがお望み",,>>270,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:krClLrWO0(7/13),1
"垢版
|
0336 名無しどんぶらこ 2025/11/28(金) 07:06:43.57",高市は逃げ回らずに訪中して自分の尻拭いをして来いよ,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:tOWU3rSY0,1
"垢版
|
0337 名無しどんぶらこ 2025/11/28(金) 07:06:52.98","というかキンペーちゃん、トランプになんか泣きついて大丈夫なの？
国内じゃ暴動が乱発して大変らしいけど",,,,,,,,ID:BEXtDtc+0(5/17),
"垢版
|
0338 名無しどんぶらこ 2025/11/28(金) 07:06:54.15",右翼に媚び売り自己保身のために日本人の年収を3兆円減らしたクズババア,,,,,,,,ID:zDFTVHx60,
"垢版
|
0339 名無しどんぶらこ 2025/11/28(金) 07:07:11.14",">>316
まあね
ウクライナは気の毒だ",,>>316,,,,,,ID:HbvbXMNB0(3/10),
"垢版
|
0340 名無しどんぶらこ 2025/11/28(金) 07:07:26.36",">>281
現状維持が大半の台湾人の望み",,>>281,,,,,,ID:krClLrWO0(8/13),
"垢版
|
0341 名無しどんぶらこ 2025/11/28(金) 07:07:28.80","「WSJの記事は中国人記者だから捏造だ！」と喚いてた奴らは、
今度は「日本政府関係者なんて、オールドメディアの捏造だ！！」と言うんだろう

まあ、この日本政府関係者の言っていることも、大分政権に忖度しているとは思うけどな",,,,,,,,ID:7uac5NsJ0(1/2),
"垢版
|
0342 名無しどんぶらこ 2025/11/28(金) 07:07:40.19","五毛さん達はＸからこっちに来てるのかな
所在地表示はキッツいねえ",,,,,,,,ID:E4OoSSxG0(10/19),
"垢版
|
0343 名無しどんぶらこ 2025/11/28(金) 07:07:40.67",">>220
ヒント　鳩山由紀夫の支持率",,>>220,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:uhVQ6dhv0(2/4),2
"垢版
|
0344 名無しどんぶらこ 2025/11/28(金) 07:07:54.13",共同よりは政府広報を信じるよ,,,,,,,,ID:iKM4dzph0,
"垢版
|
0345 名無しどんぶらこ 2025/11/28(金) 07:07:57.32","アメリカにも強気で行けよ
ネトウヨ日和んな",,,,,,,,ID:U7pO/m380,
"垢版
|
0346 名無しどんぶらこ 2025/11/28(金) 07:08:01.80",">高市総理の「そんなことよりも」発言を釈明　木原官房長官「急いで話題転換する趣旨」


矢張り、高市総理というのはナントカ武者なんかね。存立危機事態云々もそうだが
「軽々しい、という評価については、発言の受け止め方として理解できる部分もあり、政府としても表現や情報発信には細心の注意を払うつもりだ」
などと言って、退くべきところでは退くという事が殆ど出来ぬようだ。攻勢に出なければ気が済まぬという気性なのでしょうな。
野田代表との党論も、事前にペーパー行ってると思われるので、
「そんなことよりも」というのは、
「政治資金云々なんて些末な事より、定数削減ヤレや野田」と予め攻勢に出ると決めとったものと思われる。が、「定数削減云々は政治とカネから目を反らすためだろ」といった
立件や日共等の野党側の主張に、自ら一定の根拠を与えてしまった感はあるし、
この手の批判は、直接には維新に対する方が多く、また、それ迄は「高市政権が維新に言わせた」といった主張は陰謀論の枠内であったものが、ガチだったか、
と一定の根拠を与えてしまった感があるのは、残念なこと。",,,,,,,,ID:BkSu3azc0(1/3),
"垢版
|
0347 名無しどんぶらこ 2025/11/28(金) 07:08:23.71",">>107
アメリカにリードつけられねるのにどうやってリードするの？",,>>107,,,,,,ID:AOdhUCp+0(2/2),
"垢版
|
0348 名無しどんぶらこ 2025/11/28(金) 07:08:28.05",高市が勝手にラインを超えただけなんだから謝罪撤回すればいいだけ,,,,,,,,ID:D3btd2KK0,
"垢版
|
0349 名無しどんぶらこ 2025/11/28(金) 07:08:31.30","そりゃそうよ　毎日キャンキャン吠えて騒いでるのは中国とその日本のスピーカーでして
日本はなにもしていません　殺人予告の大使にさえなにもしていない",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:48mLzjN70(2/4),1
"垢版
|
0350 名無しどんぶらこ 2025/11/28(金) 07:08:34.47",近衛は共産主義者だし海軍トップの米内に山本五十六も英米スパイ,,,,,,,,ID:32Q7xkBb0(5/7),
"垢版
|
0351 名無しどんぶらこ 2025/11/28(金) 07:08:35.61",">>336
高市や政府は中国に反論してもいいんだよ
中国の言ってる事は言い掛かりであり日本の自衛権の侵害や内政干渉だってな
それがここまで出来ない時点でお察しではあるが",,>>336,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:bYim5gw90(1/12),1
"垢版
|
0352 名無しどんぶらこ 2025/11/28(金) 07:08:37.74","日本は現状維持でいいな
報復しなければよい",,,,,,,,ID:+gjnwu230(3/11),
"垢版
|
0353 名無しどんぶらこ 2025/11/28(金) 07:08:48.32",">>335
この争いはけっきょくは
「自由主義陣営ｖｓアカから生まれた権威主義陣営」なんだよね

中国北朝鮮パヨクはアカから生まれた権威主義陣営
北朝鮮がイヤならパヨクは諸悪の根源であるアカと手を切ろうな",,>>335,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(7/29),2
"垢版
|
0354 名無しどんぶらこ 2025/11/28(金) 07:09:10.38",">>285
泣きついてないやろ
そのうち日本はハブられるだけ
安倍のせいで実質チャイナ移民が100万人まで増えたから、内部工作されるよ",,>>285,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:krClLrWO0(9/13),2
"垢版
|
0355 名無しどんぶらこ 2025/11/28(金) 07:09:13.43",">>241
二種類の少数派がいるとする
高市早苗支持と反高市早苗
優秀な方の少数派は中間の人々を自らの考えで説得できる、納得させられるから
中間の人々を取り込んで多数派を形成することができる。
高市早苗支持が多数派というのはそういうこと。

分かった？",,>>241,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:2xLwPTw10(5/19),1
"垢版
|
0356 名無しどんぶらこ 2025/11/28(金) 07:09:26.84",">>272
＞存立危機事態と認定されたら武力行使可能になる
今までの立場と何も変わってないじゃん",,>>272,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:7XO7T/Ju0(3/19),1
"垢版
|
0357 名無しどんぶらこ 2025/11/28(金) 07:09:33.41",">>349
むしろ落としどころ探ってる",,>>349,,,,,,ID:I1pDZJZv0(2/4),
"垢版
|
0358 名無しどんぶらこ 2025/11/28(金) 07:09:33.57",">>162
はよ中国側も国内のサイト以外はアクセス禁止命令出してくんないかな
あと海賊版含む日本のアニメ漫画ゲーム音楽ドラマ映画も禁止
破ったら六四天安門の刑にしてくれ
さっさと鬼滅の中国上映禁止命令出せばいいのに",,>>162,,,,,,ID:f93lAsEr0(5/5),
"垢版
|
0359 名無しどんぶらこ 2025/11/28(金) 07:09:46.46",">>236
やべーなと思わせるのは、官僚の用意した回答読まないで自分でイキった結果失言してるとこなんだよな。この間のマウントとか書いちゃうとこも含め、自己顕示欲の塊。60過ぎて中学生みたいな幼稚さだ",,>>236,,,,,,ID:bD+11Uu50,
"垢版
|
0360 名無しどんぶらこ 2025/11/28(金) 07:09:48.56",ハブられてるのは中国だわなw??,,,,,,,,ID:TsxwQPeG0(8/29),
"垢版
|
0361 名無しどんぶらこ 2025/11/28(金) 07:09:56.87","結局
ネトウヨは
気に入らない記事や都合の悪いニュースに
オールドメディアだのマスゴミだのレッテル貼るなら
ニュースプラス板にいる意味ないよな
それすら理解してなさそうw",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,6,ID:oRzB/F+30(12/38),
"垢版
|
0362 名無しどんぶらこ 2025/11/28(金) 07:09:57.71","まあ日本とアメリカを仲違いさせるのが支那の悲願だもんな
かつて国民党と日本軍をそうしたように、うまくいくといいね??",,,,,,,,ID:BEXtDtc+0(6/17),
"垢版
|
0363 名無しどんぶらこ 2025/11/28(金) 07:10:08.97",高市の嫌われる才能はピカイチかも,,,,,,,,ID:krClLrWO0(10/13),
"垢版
|
0364 名無しどんぶらこ 2025/11/28(金) 07:10:12.52","辞めるまで粘着してくるだろうなこれ
話の食い違いとかどうでも良くてその隙を与えたのが致命的
ネトウヨの解釈だとかはどうでもいい
何を取り繕ってもいくら周りがケツ拭いても解決はしないから最後に靖国行ってネトウヨに囲まれて拍手喝采されながらまとめて祖国へ返るといい
それで満足だろ？壺",,,,,,,,ID:oHqAthiM0,
"垢版
|
0365 名無しどんぶらこ 2025/11/28(金) 07:10:12.66","日本のパヨクは中国側

これが炙り出された今回の騒動ですね
パヨクの中にオールドメディアも入ってます",,,,,,,,ID:E4OoSSxG0(11/19),
"垢版
|
0366 名無しどんぶらこ 2025/11/28(金) 07:10:23.24","台湾有事になったら存立危機事態って言ったのが
何が気に食わないのか？",,,,,,,,ID:Bif3S5rt0,
"垢版
|
0367 名無しどんぶらこ 2025/11/28(金) 07:10:26.83",">>353
バカウヨが望んでる理想国家は

北朝鮮(笑)",,>>353,,,,,,ID:uhVQ6dhv0(3/4),
"垢版
|
0368 名無しどんぶらこ 2025/11/28(金) 07:10:34.40",">>351
反論したら向こうの思うつぼ
ほら日本は反省したないとなる",,>>351,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:+gjnwu230(4/11),3
"垢版
|
0369 名無しどんぶらこ 2025/11/28(金) 07:10:37.81","大元はチャイナWSJが
「台湾問題での米同盟国の北京への活動は不要であるとのメッセージを伝えたが、
これは、台湾は中核政治問題で同盟国に立場をわきまえるよう忠告の可能性を反映している」

　トランプ政権は台湾独立問題について「承知しているが了承はしていない」という立場
?「ポチには、ご主人様からきっとお叱りしたアル！」
?記事「トランプ氏、台湾巡り日本に抑制求める」
?木原「しらんがなー」",,,,,,,,ID:n8mS9Krn0(2/6),
"垢版
|
0370 名無しどんぶらこ 2025/11/28(金) 07:10:41.91","はしゃいで飛び跳ね
スネ夫イキリかまして怒られ
小学生みたいな総理ですね",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:uxfkxyuR0(8/9),1
"垢版
|
0371 名無しどんぶらこ 2025/11/28(金) 07:10:43.08",">>343
高市って鳩山由紀夫の次に支持率高いんだよな
そりゃ支持者も誇らしいだろうよ",,>>343,,,,,,ID:e3fmbS410(2/2),
"垢版
|
0372 名無しどんぶらこ 2025/11/28(金) 07:10:52.26",">>304
台湾は国じゃないよ
高市ネトウヨ的には国だよな",,>>304,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:krClLrWO0(11/13),2
"垢版
|
0373 名無しどんぶらこ 2025/11/28(金) 07:10:59.02","思ってること何でも言っちゃうアレな人のフォローは大変だな
外国にまで巻き込んでフォローさせてるよ",,,,,,,,ID:XG00YHgi0(1/2),
"垢版
|
0374 名無しどんぶらこ 2025/11/28(金) 07:11:04.31",">>354
令和のABCD包囲網",,>>354,,,,,,ID:32Q7xkBb0(6/7),
"垢版
|
0375 名無しどんぶらこ 2025/11/28(金) 07:11:07.62",木原の謝罪会見ある？,,,,,,,,ID:GYzcMOZk0(1/6),
"垢版
|
0376 名無しどんぶらこ 2025/11/28(金) 07:11:11.36",">>1
株価過去最高、不動産も高騰してるんだからコレもうバブルだろ

だから物価高にもなってるのに、逆に減税に積極財政、低金利とか

更に円安物価高にさせて高市タマキン大阪党らはバカで国民苦しめ日本滅ぼしたいのか?

何米の生産量減らして更に値上げさせようとしてんだよ??

派遣増やして日本国民を貧乏にし少子化加速させた国賊竹中に叙勲って何だよ??

【日本の国債残高いわゆる借金は1130兆円、利払いだけで毎年13兆円】",,>>1,,,,,,ID:C4DeJwSL0,
"垢版
|
0377 名無しどんぶらこ 2025/11/28(金) 07:11:21.20","弱い癖に生意気だよなザップ....
まぁアメ軍駐留の意味合い
アメ国の本音を確かめる
絶好の機会にも成るかな
日本の植民地化の為？w
朝鮮半島南北統一、日中友好、
アジア地域の安定は困る...",,,,,,,,ID:WBMd/4WF0(2/3),
"垢版
|
0378 名無しどんぶらこ 2025/11/28(金) 07:11:35.79",">>309
トランプはロシア側だけどね",,>>309,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:Bt76VaD40,1
"垢版
|
0379 名無しどんぶらこ 2025/11/28(金) 07:11:37.90","五毛やパヨクが暴れるほど
高市総理の支持が上がる
おもろいな",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:E4OoSSxG0(12/19),1
"垢版
|
0380 名無しどんぶらこ 2025/11/28(金) 07:11:41.77","米
中?日",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:y20C24aE0,1
"垢版
|
0381 名無しどんぶらこ 2025/11/28(金) 07:11:50.48",">>326
各媒体が全国調査可能な調査会社(数社しかないらしい)に依頼するんだよね
その調査会社が代理店経由でアンコンされてる噂だな
安倍時代あまりにも支持率がおかしいから、TBSが別方法で独自支持率調査したらとんでもない低い数字が出たんだよ　そうしたらその調査は一度だけでアンコンされてしまった",,>>326,,,,,,ID:krClLrWO0(12/13),
"垢版
|
0382 名無しどんぶらこ 2025/11/28(金) 07:11:50.90",トランプ氏が人の振り見て我が振り直せになったところ,,,,,,,,ID:Y6N6NRWU0,
"垢版
|
0383 警備員[Lv.0][新芽] 2025/11/28(金) 07:12:01.24","これがこれからの定常ですよ
トランプさんもキンペーさんの愚痴を聞かされるのたまらんて",,,,,,,,ID:yfrxRFzy0,
"垢版
|
0384 名無しどんぶらこ 2025/11/28(金) 07:12:04.61",">>343
鳩山由紀夫は反米だったからその後の支持率の下がりようは凄まじかったなw
ルーピーとか言われてた",,>>343,,,,,,ID:2xLwPTw10(6/19),
"垢版
|
0385 名無しどんぶらこ 2025/11/28(金) 07:12:13.46","エスカレートしてるのは日本政府じゃなくて日本メディア
こいつらもう中国の報道を煽るのやめろ",,,,,,,,ID:v9JLQBaJ0,
"垢版
|
0386 名無しどんぶらこ 2025/11/28(金) 07:12:24.29","アメリカは台湾に強力な武器を沢山売って
中国と仲良くできる賢いです",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:MlDO5oMZ0,1
"垢版
|
0387 名無しどんぶらこ 2025/11/28(金) 07:12:24.56","五毛「アメリカは中国側なんだあああ」

必死ですね",,,,,,,,ID:E4OoSSxG0(13/19),
"垢版
|
0388 名無しどんぶらこ 2025/11/28(金) 07:12:35.53",">>280
終わらないでしょ？別にアメリカの持ち物でもないし",,>>280,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:GQVkiC6l0,1
"垢版
|
0389 名無しどんぶらこ 2025/11/28(金) 07:12:38.40",輸入もこういう事あるからって脱中国が進んでジリ貧なのは実は中国のパターンない？,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:Qa+GTuR50,1
"垢版
|
0390 名無しどんぶらこ 2025/11/28(金) 07:12:45.99",">>368
日本の最高議会への中国の介入を拒絶すると
反省してないことになる　　なんてこたぁ無い
主権侵害するなとはっきり言って大丈夫だよ",,>>368,,,,,,ID:7XO7T/Ju0(4/19),
"垢版
|
0391 名無しどんぶらこ 2025/11/28(金) 07:12:47.10",">>368
筋としては強気で反論して全部突っぱねるのが正しい
勝手に怒ってる中国が100％おかしい国で日本に落ち度はないからな",,>>368,,,,,,ID:7bKpYQR10(2/2),
"垢版
|
0392 名無しどんぶらこ 2025/11/28(金) 07:12:49.90",">>379
まあ日本国民はそいつらが結局支那のファンネルであることに気づいてるちゅうことやな??",,>>379,,,,,,ID:BEXtDtc+0(7/17),
"垢版
|
0393 名無しどんぶらこ 2025/11/28(金) 07:12:52.73",">>370
かわいいじゃん
ねとっとした暗い人より見てて楽しい",,>>370,,,,,,ID:+gjnwu230(5/11),
"垢版
|
0394 名無しどんぶらこ 2025/11/28(金) 07:12:56.81",">>386
中国が土下座してるだけだな",,>>386,,,,,,ID:2xLwPTw10(7/19),
"垢版
|
0395 名無しどんぶらこ 2025/11/28(金) 07:12:58.67",">>361
老害パヨチンがオールドメディアにしがみついてる間に世代後退がおきて、オールドメディアの影響力が激減

今の高市支持してる85%の若者が社会の中心になれば
パヨチンもオールドメディアも淘汰されるだけだよ～w",,>>361,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(9/29),2
"垢版
|
0396 名無しどんぶらこ 2025/11/28(金) 07:13:03.41",">>1
まさかプーさんがブルってアメリカに泣きつくとか想像できたか？",,>>1,,,,,,ID:nFn3+6xK0,
"垢版
|
0397 名無しどんぶらこ 2025/11/28(金) 07:13:09.02",エスカレートしてるのは中国,,,,,,,,ID:4LyfNecL0(1/3),
"垢版
|
0398 名無しどんぶらこ 2025/11/28(金) 07:13:17.41",">>368
発言に問題がないなら反論しかない
このままズルズルいけば日本の立場が不利になるだけだし外交としては有り得ない",,>>368,,,,,,ID:bYim5gw90(2/12),
"垢版
|
0399 名無しどんぶらこ 2025/11/28(金) 07:13:18.13",">>380
アメリカと肩を並べる中国とアメリカの子飼の日本じゃ勝負にならん
徳川家康と石田三成みたいなもん",,>>380,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:5s4Bwg0A0(2/3),1
"垢版
|
0400 名無しどんぶらこ 2025/11/28(金) 07:13:18.79",岡田は死刑,,,,,,,,ID:waFaGILp0,
